strategy_name,start_date,end_date,initial_capital,final_equity,total_return,annual_return,max_drawdown,profit_factor,win_rate,trade_count,average_R,median_R,largest_win_R,largest_loss_R,average_holding_days,max_consecutive_losses,sharpe,sortino,calmar,score
v5_e_close_rsi_ema55,2019-12-16T04:00:00+00:00,2026-06-02T12:00:00+00:00,100000.0,103553.42665103343,0.0355342665103342,0.005418702219037286,-0.007873811720554014,2.2757376368883073,0.3333333333333333,30,0.2358285812157749,-0.159949799148799,4.597335348606922,-0.5358809213753633,2.344444444444444,5,0.18683456495773287,0.06482010021503834,0.6881930139238861,6.628765164512842
v5_a_baseline,2019-12-16T04:00:00+00:00,2026-06-02T12:00:00+00:00,100000.0,103502.07076293645,0.03502070762936449,0.005341515604515346,-0.012636734970622787,1.641186407428543,0.28846153846153844,52,0.13473409978587084,-0.17250588835618455,4.597335348606923,-0.8480075806894257,2.314102564102564,9,0.16030144403200663,0.04846330127958543,0.42269744652657654,4.608814132727226
