strategy_name,start_date,end_date,initial_capital,final_equity,total_return,annual_return,max_drawdown,profit_factor,win_rate,trade_count,average_R,median_R,largest_win_R,largest_loss_R,average_holding_days,max_consecutive_losses,sharpe,sortino,calmar,schedule_name,cost_scenario_name,description,fee_rate,slippage_rate,score
v8_d_strong_1_5_weak_0_5__base_cost,2019-12-16T04:00:00+00:00,2026-06-02T12:00:00+00:00,100000.0,105319.60115922615,0.053196011592261394,0.008053730388436486,-0.010831085592504563,1.955081719427146,0.28846153846153844,52,0.13473409978587084,-0.17250588835618455,4.597335348606923,-0.8480075806894257,2.314102564102564,9,0.1828853580835222,0.06447005720593416,0.743575546481685,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs,0.0004,0.0002,5.426084027263813
v8_d_strong_1_5_weak_0_5__stress_cost_2_0x,2019-12-16T04:00:00+00:00,2026-06-02T12:00:00+00:00,100000.0,104647.8608641719,0.046478608641719044,0.007055966543602965,-0.011734587903507565,1.7798601671196779,0.25,52,0.11221999178058456,-0.19232899782681634,4.549998670047146,-0.8659018176685399,2.314102564102564,9,0.1623382595729111,0.05448362428417038,0.6012964921839206,v8_d_strong_1_5_weak_0_5,stress_cost_2_0x,Best dynamic sizing under harsh cost assumptions,0.0008,0.0004,4.884570589849311
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,2019-12-16T04:00:00+00:00,2026-06-02T12:00:00+00:00,100000.0,103848.65721175147,0.03848657211751472,0.005861799767399978,-0.009942005167919765,1.7424318534653294,0.25,52,0.11221999178058456,-0.19232899782681634,4.549998670047146,-0.8659018176685399,2.314102564102564,9,0.16012120127921683,0.05458974159069558,0.5895993482596914,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions,0.0008,0.0004,4.792201967917343
v8_a_flat_1_0__base_cost,2019-12-16T04:00:00+00:00,2026-06-02T12:00:00+00:00,100000.0,103502.07076293645,0.03502070762936449,0.005341515604515346,-0.012636734970622787,1.641186407428543,0.28846153846153844,52,0.13473409978587084,-0.17250588835618455,4.597335348606923,-0.8480075806894257,2.314102564102564,9,0.16030144403200663,0.04846330127958543,0.42269744652657654,v8_a_flat_1_0,base_cost,Flat baseline under original cost assumptions,0.0004,0.0002,4.608814132727226
v8_a_flat_1_0__stress_cost_2_0x,2019-12-16T04:00:00+00:00,2026-06-02T12:00:00+00:00,100000.0,102898.97570323721,0.028989757032372054,0.004432648127201899,-0.013383188893543396,1.496798882490958,0.25,52,0.11221999178058456,-0.19232899782681634,4.549998670047146,-0.8659018176685399,2.314102564102564,9,0.13460827327384087,0.03906618766300187,0.3312101594366939,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions,0.0008,0.0004,4.1460392250060885
