strategy_name,period_freq,period_label,period_start_equity,period_end_equity,period_return,trade_count,win_rate,max_drawdown,profit_factor,schedule_name,cost_scenario_name,description
v8_a_flat_1_0__base_cost,M,2023-06,100615.49001712672,100486.6505158601,-0.001280513579416942,1,0.0,-0.001280513579416942,0.0,v8_a_flat_1_0,base_cost,Flat baseline under original cost assumptions
v8_a_flat_1_0__base_cost,M,2023-08,100486.6505158601,100418.76577753067,-0.0006755597681974423,1,0.0,-0.0006755597681974423,0.0,v8_a_flat_1_0,base_cost,Flat baseline under original cost assumptions
v8_a_flat_1_0__base_cost,M,2024-05,100418.76577753067,100331.6865573549,-0.0008671608289698707,2,0.0,-0.0008671608289698707,0.0,v8_a_flat_1_0,base_cost,Flat baseline under original cost assumptions
v8_a_flat_1_0__base_cost,M,2024-07,100331.6865573549,100957.23510304662,0.006234805445377578,3,0.3333333333333333,-0.0014371206661497604,5.305323140762384,v8_a_flat_1_0,base_cost,Flat baseline under original cost assumptions
v8_a_flat_1_0__base_cost,M,2024-09,100957.23510304662,101264.8202350897,0.003046687359545164,2,1.0,0.0,999.0,v8_a_flat_1_0,base_cost,Flat baseline under original cost assumptions
v8_a_flat_1_0__base_cost,M,2025-03,101264.8202350897,102547.44650299712,0.012666059791838435,5,0.4,-0.0023473075989079994,4.431731657225953,v8_a_flat_1_0,base_cost,Flat baseline under original cost assumptions
v8_a_flat_1_0__base_cost,M,2025-04,102547.44650299712,101846.91760140957,-0.006831266164848637,3,0.0,-0.006831266164848637,0.0,v8_a_flat_1_0,base_cost,Flat baseline under original cost assumptions
v8_a_flat_1_0__base_cost,M,2025-09,101846.91760140957,101561.5777918767,-0.002801653857111175,1,0.0,-0.002801653857111175,0.0,v8_a_flat_1_0,base_cost,Flat baseline under original cost assumptions
v8_a_flat_1_0__base_cost,M,2025-10,101561.5777918767,101487.94920305724,-0.0007249649958209758,1,0.0,-0.0007249649958209758,0.0,v8_a_flat_1_0,base_cost,Flat baseline under original cost assumptions
v8_a_flat_1_0__base_cost,M,2025-11,101487.94920305724,102677.25844324469,0.01171872374529781,2,0.5,-0.0010361296182612723,12.310094353795622,v8_a_flat_1_0,base_cost,Flat baseline under original cost assumptions
v8_a_flat_1_0__base_cost,M,2025-12,102677.25844324469,102133.82386810347,-0.005292647888934465,3,0.0,-0.005292647888934465,0.0,v8_a_flat_1_0,base_cost,Flat baseline under original cost assumptions
v8_a_flat_1_0__base_cost,M,2026-02,102133.82386810347,104202.46969524554,0.020254267869315612,3,0.3333333333333333,-0.002671011202627138,8.412605069514413,v8_a_flat_1_0,base_cost,Flat baseline under original cost assumptions
v8_a_flat_1_0__base_cost,M,2026-03,104202.46969524554,103591.16209124947,-0.005866536616492168,3,0.0,-0.005866536616492168,0.0,v8_a_flat_1_0,base_cost,Flat baseline under original cost assumptions
v8_a_flat_1_0__base_cost,M,2026-04,103591.16209124947,103502.07076293645,-0.0008600282737879494,1,0.0,-0.0008600282737879494,0.0,v8_a_flat_1_0,base_cost,Flat baseline under original cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2021-05,100000.0,99950.4615146751,-0.0004953848532489591,1,0.0,-0.0004953848532489591,0.0,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2021-12,99950.4615146751,100136.97870348394,0.001866096323941857,1,1.0,0.0,999.0,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2022-01,100136.97870348394,100519.52475189029,0.0038202275858463253,4,0.5,-0.0032871226552249055,1.6310165819537426,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2022-02,100519.52475189029,100366.62282492548,-0.001521116691928448,1,0.0,-0.001521116691928448,0.0,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2022-03,100366.62282492548,100101.33319393596,-0.0026432057144363252,1,0.0,-0.0026432057144363252,0.0,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2022-04,100101.33319393596,99955.99167486641,-0.0014519438895780334,1,0.0,-0.0014519438895780334,0.0,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2022-05,99955.99167486641,100745.41869510403,0.007897745868056028,2,0.5,-3.6257427351804594e-05,218.8242209914223,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2022-07,100745.41869510403,100383.76467333523,-0.00358978131664045,1,0.0,-0.00358978131664045,0.0,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2022-08,100383.76467333523,100531.70349490338,0.001473732550772322,1,1.0,0.0,999.0,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2022-09,100531.70349490338,100612.14793013413,0.0008001897156235671,5,0.4,-0.002157114411987071,1.2732091571349642,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2022-10,100612.14793013413,100577.43468057553,-0.00034502045998163755,1,0.0,-0.00034502045998163755,0.0,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2022-11,100577.43468057553,100458.09908140605,-0.0011865047020584996,1,0.0,-0.0011865047020584996,0.0,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2023-01,100458.09908140605,100392.72152146454,-0.0006507943166287333,1,0.0,-0.0006507943166287333,0.0,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2023-06,100392.72152146454,100249.45453130789,-0.0014270655081904948,1,0.0,-0.0014270655081904948,0.0,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2023-08,100249.45453130789,100168.20300597792,-0.0008104934406858444,1,0.0,-0.0008104934406858444,0.0,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2024-05,100168.20300597792,100055.44870551353,-0.0011256496281326633,2,0.0,-0.0011256496281326633,0.0,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2024-07,100055.44870551353,100640.27767839341,0.00584504872494418,3,0.3333333333333333,-0.0016527211483328141,4.510258563745176,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2024-09,100640.27767839341,100923.85440708698,0.0028177260162156603,2,0.5,-3.403056303308283e-05,83.79986474146033,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2025-03,100923.85440708698,102150.55117467036,0.012154676164421563,5,0.4,-0.002447683337269635,4.126668690140338,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2025-04,102150.55117467036,101430.58759306619,-0.0070480636014688125,3,0.0,-0.0070480636014688125,0.0,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2025-09,101430.58759306619,101118.69043404266,-0.0030749812894197426,1,0.0,-0.0030749812894197426,0.0,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2025-10,101118.69043404266,101037.05092969614,-0.0008073631491476441,1,0.0,-0.0008073631491476441,0.0,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2025-11,101037.05092969614,102197.30461989834,0.011483447700878724,2,0.5,-0.0011226118788260075,11.229223400779292,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2025-12,102197.30461989834,101624.75748347683,-0.005602370224449427,3,0.0,-0.005602370224449427,0.0,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2026-02,101624.75748347683,103644.98750218427,0.01987930961641826,3,0.3333333333333333,-0.002806828406240358,7.924938955215819,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2026-03,103644.98750218427,102997.84410097469,-0.006243846584437551,3,0.0,-0.006243846584437551,0.0,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_a_flat_1_0__stress_cost_2_0x,M,2026-04,102997.84410097469,102898.97570323721,-0.0009599074485534542,1,0.0,-0.0009599074485534542,0.0,v8_a_flat_1_0,stress_cost_2_0x,Flat baseline under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2021-05,100000.0,99975.23075733754,-0.00024769242662459057,1,0.0,-0.00024769242662459057,0.0,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2021-12,99975.23075733754,100208.43502058943,0.0023326204049274324,1,1.0,0.0,999.0,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2022-01,100208.43502058943,100934.81325631727,0.0072486735830032956,4,0.5,-0.0034321089821585105,2.4243936662409644,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2022-02,100934.81325631727,100742.89621976619,-0.00190139586491056,1,0.0,-0.00190139586491056,0.0,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2022-03,100742.89621976619,100410.040971045,-0.003304007143045351,1,0.0,-0.003304007143045351,0.0,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2022-04,100410.040971045,100337.14609832491,-0.0007259719447889612,1,0.0,-0.0007259719447889612,0.0,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2022-05,100337.14609832491,100730.63265565531,0.003921643903891825,2,0.5,-4.532178418970023e-05,87.52889496747169,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2022-07,100730.63265565531,100549.832184095,-0.0017948906583201696,1,0.0,-0.0017948906583201696,0.0,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2022-08,100549.832184095,100623.92396442719,0.000736866275386161,1,1.0,0.0,999.0,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2022-09,100623.92396442719,100570.7551528163,-0.0005283913558139508,5,0.4,-0.0017192998496883272,0.8026943078423936,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2022-10,100570.7551528163,100527.38144256189,-0.0004312755749771302,1,0.0,-0.0004312755749771302,0.0,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2022-11,100527.38144256189,100467.74333717828,-0.0005932523510292498,1,0.0,-0.0005932523510292498,0.0,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2023-01,100467.74333717828,100386.01354171784,-0.0008134928957860277,1,0.0,-0.0008134928957860277,0.0,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2023-06,100386.01354171784,100206.94176993017,-0.0017838318852382296,1,0.0,-0.0017838318852382296,0.0,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2023-08,100206.94176993017,100166.33323542231,-0.0004052467203429222,1,0.0,-0.0004052467203429222,0.0,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2024-05,100166.33323542231,100037.58522511875,-0.0012853421518481678,2,0.0,-0.0012853421518481678,0.0,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2024-07,100037.58522511875,100893.25791933984,0.008553512085438086,3,0.3333333333333333,-0.0008264569989493431,11.253359654221583,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2024-09,100893.25791933984,101251.20107706319,0.0035477410989097624,2,0.5,-1.7015281516541414e-05,209.50322667068764,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2025-03,101251.20107706319,102896.22846294695,0.01624699132834695,5,0.4,-0.0030591364164533896,5.25833957858207,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2025-04,102896.22846294695,102408.17301960783,-0.004743181073102898,3,0.0,-0.004743181073102898,0.0,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2025-09,102408.17301960783,102250.72141164835,-0.0015374906447098713,1,0.0,-0.0015374906447098713,0.0,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2025-10,102250.72141164835,102209.44467942759,-0.00040368157457382203,1,0.0,-0.00040368157457382203,0.0,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2025-11,102209.44467942759,102710.06592510684,0.004897993989199545,2,0.5,-0.0014032648485323707,4.49042733759205,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2025-12,102710.06592510684,101991.11738399598,-0.006999786580169198,3,0.0,-0.006999786580169198,0.0,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2026-02,101991.11738399598,104715.39210953847,0.026710901845359958,3,0.3333333333333333,-0.0016788476269971042,16.470322591318734,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2026-03,104715.39210953847,103898.52369514582,-0.007800843772214128,3,0.0,-0.007800843772214128,0.0,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,M,2026-04,103898.52369514582,103848.65721175147,-0.0004799537242767826,1,0.0,-0.0004799537242767826,0.0,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,Moderate dynamic sizing under harsh cost assumptions
v8_d_strong_1_5_weak_0_5__base_cost,M,2021-05,100000.0,99976.51725768518,-0.0002348274231482872,1,0.0,-0.0002348274231482872,0.0,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2021-12,99976.51725768518,100278.92488588669,0.0030247865848544997,1,1.0,0.0,999.0,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2022-01,100278.92488588669,101238.8508072208,0.009572558964173972,4,0.5,-0.004019106910315262,2.703777684687302,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2022-02,101238.8508072208,101020.28493566773,-0.0021589130043491167,1,0.0,-0.0021589130043491167,0.0,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2022-03,101020.28493566773,100629.23997248533,-0.003870954862495446,1,0.0,-0.003870954862495446,0.0,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2022-04,100629.23997248533,100559.86514904753,-0.0006894101898888838,1,0.0,-0.0006894101898888838,0.0,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2022-05,100559.86514904753,100970.99795736975,0.0040884383418060555,2,1.0,0.0,999.0,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2022-07,100970.99795736975,100794.40969942688,-0.0017489007884959884,1,0.0,-0.0017489007884959884,0.0,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2022-08,100794.40969942688,100873.03961509439,0.0007801019511100016,1,1.0,0.0,999.0,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2022-09,100873.03961509439,100856.05044817417,-0.00016842128466676431,5,0.4,-0.0017212874169673098,0.9371117330141117,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2022-10,100856.05044817417,100823.12921171289,-0.0003264180613358203,1,0.0,-0.0003264180613358203,0.0,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2022-11,100823.12921171289,100767.68711066355,-0.0005498946668568427,1,0.0,-0.0005498946668568427,0.0,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2023-01,100767.68711066355,100698.84672734045,-0.0006831593072836872,1,0.0,-0.0006831593072836872,0.0,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2023-06,100698.84672734045,100505.4273663415,-0.001920770369125191,1,0.0,-0.001920770369125191,0.0,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2023-08,100505.4273663415,100471.4786547344,-0.0003377798840987767,1,0.0,-0.0003377798840987767,0.0,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2024-05,100471.4786547344,100341.00533125467,-0.0012986105631838107,2,0.0,-0.0012986105631838107,0.0,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2024-07,100341.00533125467,101424.44310459729,0.010797557486751153,3,0.3333333333333333,-0.0007186120974723709,15.854382938092286,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2024-09,101424.44310459729,101879.6786897186,0.00448842084991119,2,1.0,0.0,999.0,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2025-03,101879.6786897186,103948.76824276346,0.020309148788606013,5,0.4,-0.0035199285667196767,5.77764486553874,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2025-04,103948.76824276346,103431.61666460137,-0.004975062109002781,3,0.0,-0.004975062109002781,0.0,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2025-09,103431.61666460137,103286.72687071357,-0.0014008269285555874,1,0.0,-0.0014008269285555874,0.0,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2025-10,103286.72687071357,103249.28723995648,-0.0003624824979103769,1,0.0,-0.0003624824979103769,0.0,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2025-11,103249.28723995648,103746.94105117608,0.004819924907210504,2,0.5,-0.0015541944273920194,4.101236770806495,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2025-12,103746.94105117608,102923.99640558354,-0.007932230456670464,3,0.0,-0.007932230456670464,0.0,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2026-02,102923.99640558354,106299.43277533569,0.03279542660246948,3,0.3333333333333333,-0.0016284398803932953,20.467915379483056,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2026-03,106299.43277533569,105364.90955986945,-0.008791422409951677,3,0.0,-0.008791422409951677,0.0,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__base_cost,M,2026-04,105364.90955986945,105319.60115922615,-0.00043001413689403023,1,0.0,-0.00043001413689403023,0.0,v8_d_strong_1_5_weak_0_5,base_cost,Best dynamic sizing under original costs
v8_d_strong_1_5_weak_0_5__stress_cost_2_0x,M,2021-05,100000.0,99975.23075733754,-0.00024769242662459057,1,0.0,-0.00024769242662459057,0.0,v8_d_strong_1_5_weak_0_5,stress_cost_2_0x,Best dynamic sizing under harsh cost assumptions
v8_d_strong_1_5_weak_0_5__stress_cost_2_0x,M,2021-12,99975.23075733754,100255.07587323981,0.0027991444859127856,1,1.0,0.0,999.0,v8_d_strong_1_5_weak_0_5,stress_cost_2_0x,Best dynamic sizing under harsh cost assumptions
v8_d_strong_1_5_weak_0_5__stress_cost_2_0x,M,2022-01,100255.07587323981,101159.29586715357,0.009019194150898135,4,0.5,-0.004118530778590257,2.5609498316645483,v8_d_strong_1_5_weak_0_5,stress_cost_2_0x,Best dynamic sizing under harsh cost assumptions
v8_d_strong_1_5_weak_0_5__stress_cost_2_0x,M,2022-02,101159.29586715357,100928.48322692269,-0.002281675037892672,1,0.0,-0.002281675037892672,0.0,v8_d_strong_1_5_weak_0_5,stress_cost_2_0x,Best dynamic sizing under harsh cost assumptions
v8_d_strong_1_5_weak_0_5__stress_cost_2_0x,M,2022-03,100928.48322692269,100528.32111150051,-0.003964808571654377,1,0.0,-0.003964808571654377,0.0,v8_d_strong_1_5_weak_0_5,stress_cost_2_0x,Best dynamic sizing under harsh cost assumptions
v8_d_strong_1_5_weak_0_5__stress_cost_2_0x,M,2022-04,100528.32111150051,100455.34037071682,-0.0007259719447890722,1,0.0,-0.0007259719447890722,0.0,v8_d_strong_1_5_weak_0_5,stress_cost_2_0x,Best dynamic sizing under harsh cost assumptions
v8_d_strong_1_5_weak_0_5__stress_cost_2_0x,M,2022-05,100455.34037071682,100848.37626850753,0.003912543587431649,2,0.5,-5.438614102770689e-05,72.94008461531205,v8_d_strong_1_5_weak_0_5,stress_cost_2_0x,Best dynamic sizing under harsh cost assumptions
