timestamp,open,high,low,close,volume,confirmed,ema21,ema55,atr14,rsi14,vol_ma20,highest_high_10,low_prev,ema55_slope_5
2020-01-08 16:00:00+00:00,8305.8,8334.1,7851.0,7904.7,1131329.0,True,7472.882737625108,,318.1660180369463,65.64190154595076,24092143.0,8473.0,7727.1,
2020-01-09 16:00:00+00:00,7904.7,8088.9,7669.0,8068.2,1195883.0,True,7527.002488750099,,325.43273103430727,67.89881645421079,21936189.95,8473.0,7851.0,
2020-01-10 16:00:00+00:00,8068.1,8250.0,7910.1,8099.2,1084840.0,True,7579.020444318271,,326.4661073889996,68.32367994019883,20112037.15,8473.0,7669.0,
2020-01-11 16:00:00+00:00,8098.7,8288.0,7956.5,8152.4,652017.0,True,7631.145858471155,,326.82567114692824,69.07999464722633,14121077.7,8473.0,7910.1,
2020-01-12 16:00:00+00:00,8152.9,8195.0,8056.4,8084.9,1932148.0,True,7672.396234973778,,313.38098035071914,66.89749343952414,6800858.3,8473.0,7956.5,
2020-01-13 16:00:00+00:00,8084.9,8775.3,8070.0,8689.6,8296939.0,True,7764.869304521616,,341.37519603995344,74.63031722155333,1146610.85,8775.3,8056.4,
2020-01-14 16:00:00+00:00,8689.7,8919.9,8523.0,8765.5,21997581.0,True,7855.835731383287,,345.341253465671,75.40688135589706,2225638.45,8919.9,8070.0,
2020-01-15 16:00:00+00:00,8765.1,8875.5,8598.9,8715.1,11632754.0,True,7933.950664893897,,340.4311639324088,73.79162008125272,2762829.6,8919.9,8523.0,
2020-01-16 16:00:00+00:00,8713.9,9041.0,8627.3,8864.3,9685430.0,True,8018.52787717627,,345.66465222295113,75.4669715613088,3197763.85,9041.0,8598.9,
2020-01-17 16:00:00+00:00,8864.4,8990.7,8822.0,8898.3,8752693.0,True,8098.507161069336,,333.02431992131187,75.84589501314521,3589540.55,9041.0,8627.3,
2020-01-18 16:00:00+00:00,8898.2,9193.5,8450.0,8636.4,7199894.0,True,8147.406510063032,,362.3440113555039,67.23168275436674,3914771.05,9193.5,8822.0,
2020-01-19 16:00:00+00:00,8635.3,8750.0,8460.0,8674.9,3342698.0,True,8195.360463693665,,357.1765819729679,67.81045571193815,4071507.55,9193.5,8450.0,
2020-01-20 16:00:00+00:00,8674.6,8743.0,8613.0,8644.7,1095057.0,True,8236.209512448786,7798.209903340782,340.949683260613,66.81356028705302,4118370.5,9193.5,8460.0,
2020-01-21 16:00:00+00:00,8644.9,8812.3,8485.0,8660.0,2815985.0,True,8274.735920407988,7828.988121078612,339.9747058848549,67.07762674825689,4246633.85,9193.5,8613.0,
2020-01-22 16:00:00+00:00,8655.8,8708.4,8331.2,8360.2,3623271.0,True,8282.50538218908,7847.959973897233,342.6336554645081,57.43388336943222,4389445.6,9193.5,8485.0,
2020-01-23 16:00:00+00:00,8362.9,8510.0,8240.0,8498.8,3237641.0,True,8302.168529262799,7871.20426054376,337.44553721704324,60.27719309741845,4534242.85,9193.5,8331.2,
2020-01-24 16:00:00+00:00,8498.9,8520.0,8282.0,8332.3,2005836.0,True,8304.907753875272,7887.67196552434,330.342284558683,55.48259105789789,4616669.4,9193.5,8240.0,
2020-01-25 16:00:00+00:00,8332.2,8488.0,8295.0,8456.5,1762381.0,True,8318.688867159339,7907.9872524698985,320.5321213759199,58.15634361958103,4681150.0,9193.5,8282.0,109.77734912911637
2020-01-26 16:00:00+00:00,8456.6,8800.0,8449.9,8783.2,2630448.0,True,8360.917151963034,7939.244850595974,322.6441127062114,64.24043566363704,4777590.15,9193.5,8295.0,110.25672951736215
2020-01-27 16:00:00+00:00,8783.2,9189.2,8756.0,9023.3,4633805.0,True,8421.133774511849,7977.961105931832,330.5409617986249,67.93089707945244,4935431.5,9193.5,8449.9,130.00113203459932
2020-01-28 16:00:00+00:00,9023.8,9439.0,8906.3,9293.7,3951340.0,True,8500.457976828953,8024.951780719982,344.9808930987232,71.4983457128445,5076432.05,9439.0,8756.0,153.74752017622177
2020-01-29 16:00:00+00:00,9292.2,9476.0,9216.0,9384.9,2180649.0,True,8580.86179711723,8073.521359979983,338.91082930595724,72.6052525073823,5125670.35,9476.0,8906.3,185.84939445564305
2020-01-30 16:00:00+00:00,9386.8,9588.0,9220.2,9335.4,3681256.0,True,8649.456179197481,8118.588454266412,340.97434149838887,70.99365870819146,5255491.15,9588.0,9216.0,210.60120179651312
2020-01-31 16:00:00+00:00,9335.8,9465.3,9260.0,9341.5,1618827.0,True,8712.369253815892,8162.26386661404,331.28331710564674,71.07885336825518,5303831.65,9588.0,9220.2,223.0190160180664
2020-02-01 16:00:00+00:00,9340.1,9476.3,9165.0,9444.3,2069957.0,True,8778.908412559902,8208.050871377824,329.8559373123862,72.5424748493205,5310722.1,9588.0,9260.0,230.08976544599136
2020-02-02 16:00:00+00:00,9443.5,9632.7,9278.2,9279.3,2102932.0,True,8824.398556872638,8246.309768828616,331.61622750435856,66.70719783230075,5001021.75,9632.7,9165.0,221.35798810863434
2020-02-03 16:00:00+00:00,9279.4,9365.0,9110.0,9201.5,2273537.0,True,8858.680506247852,8280.423705656165,326.1436398254758,64.08940261532128,4014819.55,9632.7,9278.2,206.90234567618245
2020-02-04 16:00:00+00:00,9201.5,9500.0,9152.2,9488.2,1784307.0,True,8915.909551134411,8323.558573311302,327.69052269508467,68.92843838532066,3522397.2,9632.7,9110.0,204.97011904489045
2020-02-05 16:00:00+00:00,9489.3,9880.0,9475.6,9799.2,3613438.0,True,8996.208682849465,8376.260052835898,333.16977107400714,73.15440965991203,3218797.6,9880.0,9152.2,213.9961862218579
2020-02-06 16:00:00+00:00,9799.0,9890.0,9677.0,9805.4,2176882.0,True,9069.77152986315,8427.300765234617,324.58621599729236,73.23256994237585,2890007.05,9890.0,9475.6,219.24989385679328
2020-02-07 16:00:00+00:00,9805.4,9887.8,9680.0,9837.3,1374816.0,True,9139.546845330135,8477.657880761952,316.2443434260571,73.65753502712813,2598753.15,9890.0,9677.0,231.34811193333553
2020-02-08 16:00:00+00:00,9837.4,10188.0,9817.4,10109.7,1900288.0,True,9227.742586663759,8535.94509930617,320.1268903241959,77.01352094791693,2526632.65,10188.0,9680.0,255.52139365000403
2020-02-09 16:00:00+00:00,10109.8,10215.8,9750.0,9867.8,2277951.0,True,9285.92962423978,8583.51134575952,330.53211244389615,68.64950971608633,2585777.35,10215.8,9817.4,259.95277244821773
2020-02-10 16:00:00+00:00,9867.9,10222.0,9735.0,10182.4,2038577.0,True,9367.426931127073,8640.614511982394,341.708390126475,72.78860949918143,2546906.95,10222.0,9750.0,264.3544591464961
2020-02-11 16:00:00+00:00,10182.5,10498.9,10182.5,10322.1,3870283.0,True,9454.215391933703,8700.66756512588,339.9077908317268,74.40462466748926,2559257.55,10498.9,9735.0,273.3667998912624
2020-02-12 16:00:00+00:00,10322.0,10544.9,10100.0,10256.0,3312670.0,True,9527.104901757912,8756.21515208567,347.4072343437463,72.2191938100019,2563009.0,10544.9,10182.5,278.55727132371794
2020-02-13 16:00:00+00:00,10256.1,10407.1,10120.0,10258.6,2137097.0,True,9593.604456143556,8809.871753796895,343.09957474776445,72.2537160159799,2569572.05,10544.9,10100.0,273.9266544907259
2020-02-14 16:00:00+00:00,10258.3,10385.0,9732.8,9982.8,1401155.0,True,9628.985869221415,8851.762048304148,365.17817655149565,63.27179109253491,2551510.75,10544.9,10120.0,268.25070254462844
2020-02-15 16:00:00+00:00,9982.8,10106.2,9818.6,9869.1,2250601.0,True,9650.81442656492,8888.095546579001,359.63687822638883,59.96246475819878,2532518.4,10544.9,9732.8,247.48103459660706
2020-02-16 16:00:00+00:00,9869.2,10000.0,9460.0,9632.2,3787144.0,True,9649.12220596811,8914.670705629751,372.5199583530753,53.664427225521834,2490185.35,10544.9,9818.6,214.0031405038717
2020-02-17 16:00:00+00:00,9632.7,9879.0,9585.0,9827.9,1895953.0,True,9665.37473269828,8947.286037571546,366.91138989928425,57.624065430123224,2387416.0,10544.9,9460.0,191.07088548587672
2020-02-18 16:00:00+00:00,9827.8,10276.0,9822.4,10122.4,2041375.0,True,9706.922484271163,8989.254393372563,373.10343347790683,62.77884368350275,2380452.3,10544.9,9585.0,179.38263957566778
2020-02-19 16:00:00+00:00,10122.5,10274.0,9275.0,9577.2,2564404.0,True,9695.129531155602,9010.252450752114,417.81033108662774,50.52545606386439,2324609.7,10544.9,9822.4,158.4904024479656
2020-02-20 16:00:00+00:00,9577.2,9755.0,9380.0,9719.0,1871358.0,True,9697.29957377782,9035.564863225252,414.75245029472575,53.09001800631007,2337236.25,10544.9,9275.0,147.46931664625117
2020-02-21 16:00:00+00:00,9719.0,9743.0,9551.8,9631.1,815071.0,True,9691.28143070711,9056.833975252923,398.78441813081685,51.314327143874706,2274491.95,10544.9,9380.0,142.1632696231718
2020-02-22 16:00:00+00:00,9631.1,10010.0,9612.2,9869.1,1048745.0,True,9707.44675518828,9085.843476136748,398.7141025500442,55.64059100655481,2221782.6,10407.1,9551.8,138.55743856520166
2020-02-23 16:00:00+00:00,9869.1,9991.0,9567.0,9705.8,1868878.0,True,9707.297050171164,9107.984780560435,400.5202380821839,52.212293453533995,2201549.65,10385.0,9612.2,118.73038718787211
2020-02-24 16:00:00+00:00,9703.7,9735.7,9350.9,9399.8,1913971.0,True,9679.342772882877,9118.406752683277,399.3973639334566,46.43822047570172,2208032.85,10276.0,9567.0,108.15430193116299
2020-02-25 16:00:00+00:00,9399.9,9458.0,8980.0,9000.0,2719074.0,True,9617.584338984434,9114.177940087446,405.01183793820974,40.18530181307728,2163314.65,10276.0,9350.9,78.61307686219334
2020-02-26 16:00:00+00:00,9000.0,9038.3,8511.1,8848.9,3108015.0,True,9547.703944531302,9104.703727941465,413.73956379976613,38.097405311520504,2209871.3,10276.0,8980.0,47.869752688542576
2020-02-27 16:00:00+00:00,8848.8,8971.0,8444.1,8713.6,2276893.0,True,9471.876313210274,9090.735737657842,421.8224520997828,36.279700164707016,2254975.15,10276.0,8511.1,4.892261521094042
2020-02-28 16:00:00+00:00,8713.6,8799.2,8497.9,8652.6,1878637.0,True,9397.396648372976,9075.08803274149,413.213705521227,35.458285424485595,2253892.6,10274.0,8444.1,-32.89674781894428
2020-02-29 16:00:00+00:00,8652.2,8747.0,8517.3,8562.3,1563742.0,True,9321.47877124816,9056.774174429294,400.10558369828226,34.22302151801581,2218182.15,10010.0,8497.9,-61.6325782539825
2020-03-01 16:00:00+00:00,8561.0,8888.8,8415.0,8829.6,1959653.0,True,9276.762519316508,9048.66081105682,405.36947057697637,40.79772686661853,2214235.95,10010.0,8517.3,-65.51712903062617
2020-03-02 16:00:00+00:00,8829.7,8965.5,8666.0,8756.2,2268120.0,True,9229.438653924099,9038.215782090505,397.80736553576384,39.62642443259147,2134127.8,10010.0,8415.0,-66.48794585096039
2020-03-03 16:00:00+00:00,8756.1,8845.8,8653.1,8699.8,1301428.0,True,9181.289685385544,9026.129504158702,383.1568394260663,38.706846383191596,2033565.7,9991.0,8666.0,-64.60623349914022
2020-03-04 16:00:00+00:00,8699.5,9136.8,8675.0,9085.5,1891310.0,True,9172.581532168677,9028.249879010176,388.7742080384901,47.6532528699976,2021276.35,9735.7,8653.1,-46.83815373131438
2020-03-05 16:00:00+00:00,9085.6,9180.0,8992.0,9010.0,1688802.0,True,9157.801392880616,9027.598097616956,374.43319317859795,46.23076130066062,2035658.7,9458.0,8675.0,-29.17607681233858
2020-03-06 16:00:00+00:00,9011.7,9147.0,9011.7,9110.3,1326584.0,True,9153.483084436923,9030.55173698778,357.47367938012667,48.43301600295555,1989457.85,9180.0,8992.0,-18.109074069039707
2020-03-07 16:00:00+00:00,9110.0,9193.2,8281.4,8396.2,2579416.0,True,9084.63916766993,9007.896317809646,397.06841656726056,36.85827163517958,1929071.45,9193.2,9011.7,-30.319464280859393
2020-03-08 16:00:00+00:00,8396.1,8400.0,7627.3,7756.0,4094466.0,True,8963.853788790846,8963.18573503073,423.89924395531335,29.94820789413602,2038997.1,9193.2,8281.4,-62.9437691279727
2020-03-09 16:00:00+00:00,7757.3,8145.4,7684.3,7769.6,2854792.0,True,8855.285262537132,8920.557673065347,426.5564408156481,30.24737618322655,2079667.95,9193.2,7627.3,-107.69220594482977
2020-03-10 16:00:00+00:00,7769.6,8034.7,7738.7,7781.2,2620131.0,True,8757.641147761029,8879.866327598727,417.23098075738756,30.51993503294935,2082454.3,9193.2,7684.3,-147.73177001822842
2020-03-11 16:00:00+00:00,7781.3,7980.0,5499.4,6135.1,13795296.0,True,8519.22831614639,8781.838958755916,564.6144821318599,19.109010269452995,2678651.2,9193.2,7738.7,-248.71277823186392
2020-03-12 16:00:00+00:00,6134.7,6230.0,3728.8,5201.0,56546176.0,True,8217.571196496718,8653.951853086062,702.9420191224413,15.55493062289601,5465206.45,9193.2,5499.4,-353.9444647235832
2020-03-13 16:00:00+00:00,5203.0,5664.7,4758.0,5309.5,83360991.0,True,7953.201087724288,8534.507144047275,717.4961606136955,17.47490764312758,9580818.75,9193.2,3728.8,-428.67859098345434
2020-03-14 16:00:00+00:00,5309.6,5600.0,5050.0,5326.6,13605719.0,True,7714.419170658443,8419.939031759872,705.5321491412888,17.79214629761256,10167660.8,9193.2,4758.0,-500.61864130547474
2020-03-15 16:00:00+00:00,5327.0,5948.0,4427.1,5149.9,21027679.0,True,7481.281064234949,8303.151923482734,763.7727099169109,17.06224944716172,11123346.2,9193.2,5050.0,-576.7144041159936
2020-03-16 16:00:00+00:00,5148.4,5446.9,4820.0,5355.9,7380608.0,True,7288.064603849953,8197.892926215494,753.9960877799887,21.12471280242876,11356422.9,9193.2,4427.1,-583.9460325404216
2020-03-17 16:00:00+00:00,5358.8,5528.5,5000.0,5329.5,5917641.0,True,7110.01327622723,8095.450321707798,737.8892243671323,20.982864750593052,11496904.2,8400.0,4820.0,-558.5015313782642
2020-03-18 16:00:00+00:00,5329.6,5920.0,5135.0,5893.1,5833094.0,True,6999.384796570208,8016.794953075378,741.25427976948,31.55001031985219,11674714.25,8145.4,5000.0,-517.7121909718971
2020-03-19 16:00:00+00:00,5892.6,6937.2,5794.1,6619.4,7061486.0,True,6964.840724154735,7966.887990465542,769.9575455002315,42.26528231073771,11933856.7,8034.7,5135.0,-453.0510412943295
2020-03-20 16:00:00+00:00,6620.5,6666.0,5629.9,6212.1,7715450.0,True,6896.409749231577,7904.216990806059,788.9677208216435,38.614674028551185,12241442.1,7980.0,5794.1,-398.9349326766751
2020-03-21 16:00:00+00:00,6212.1,6459.5,5910.0,6072.7,6088050.0,True,6821.527044755978,7838.805669705842,771.8628836200976,37.42327750727303,12447861.95,6937.2,5629.9,-359.08725650965243
2020-03-22 16:00:00+00:00,6072.7,6629.3,5690.0,6235.9,8752623.0,True,6768.288222505434,7781.5590386449185,783.8226776472335,39.76634726960967,12772087.1,6937.2,5910.0,-313.89128306287967
2020-03-23 16:00:00+00:00,6235.9,6834.6,6225.7,6584.7,7961943.0,True,6751.598384095849,7738.814072979029,771.3282006724311,44.54549286636605,13105112.85,6937.2,5690.0,-277.9808800963483
2020-03-24 16:00:00+00:00,6584.2,6955.0,6457.0,6613.4,7031455.0,True,6739.034894632589,7698.620713229779,751.8047577672575,44.932657149461996,13362120.1,6955.0,6225.7,-268.2672772357637
2020-03-25 16:00:00+00:00,6614.0,6776.0,6501.0,6619.9,5464625.0,True,6728.20444966599,7660.094973471572,717.7472750695962,45.02626877657393,13550911.25,6955.0,6457.0,-244.12201733448637
2020-03-26 16:00:00+00:00,6619.8,6843.0,6570.0,6623.9,4738572.0,True,6718.722226969082,7623.088010133302,685.9796125646251,45.0881320943849,13721510.65,6955.0,6501.0,-215.71765957253956
2020-03-27 16:00:00+00:00,6623.0,6696.7,6066.6,6213.0,4266025.0,True,6672.747479062802,7572.727724057113,681.9882116671519,40.096472165839224,13805841.1,6955.0,6570.0,-208.83131458780554
2020-03-28 16:00:00+00:00,6211.8,6290.0,6025.0,6126.6,4100209.0,True,6623.097708238911,7521.080305340788,652.2033394052124,39.115858596832304,13806128.25,6955.0,6066.6,-217.73376763824126
2020-03-29 16:00:00+00:00,6126.6,6445.0,5851.0,6343.0,5863739.0,True,6597.634280217192,7479.006008721475,648.0459580191259,42.88359732287265,13956575.6,6955.0,6025.0,-219.61470450830348
2020-03-30 16:00:00+00:00,6343.0,6600.0,6304.7,6455.4,5148034.0,True,6584.703891106538,7442.448651267137,622.8498181606169,44.79456000820486,14082970.75,6955.0,5851.0,-217.6463222044349
2020-03-31 16:00:00+00:00,6454.1,6495.0,6166.0,6227.6,4162465.0,True,6552.2399010059435,7399.061199436169,601.8605454348585,41.746107463830825,13601329.2,6955.0,6304.7,-224.02681069713344
2020-04-01 16:00:00+00:00,6227.5,6830.0,6140.0,6800.0,4792919.0,True,6574.763546369039,7377.6661565991635,608.1562207609401,50.80553920393218,11013666.35,6955.0,6166.0,-195.06156745794942
2020-04-02 16:00:00+00:00,6800.0,7270.8,6659.7,6712.1,5943482.0,True,6587.248678517309,7353.895936720623,608.3664907065872,49.53164691568608,7142790.9,7270.8,6140.0,-167.18436862016551
2020-04-03 16:00:00+00:00,6712.1,6900.0,6605.2,6729.2,3042229.0,True,6600.153344106644,7331.585367552028,585.9688842275452,49.79537554950893,6614616.4,7270.8,6659.7,-147.42064116944675
2020-04-04 16:00:00+00:00,6727.5,7000.0,6715.0,6786.7,2534003.0,True,6617.112131006041,7312.125175853742,564.4711067827207,50.72776390702838,5689932.6,7270.8,6605.2,-130.3234754133955
2020-04-05 16:00:00+00:00,6786.6,7165.0,6675.2,7143.2,4165754.0,True,6664.938300914582,7306.092133858966,559.1374562982406,56.163577954660916,5529189.9,7270.8,6715.0,-92.96906557720285
2020-04-06 16:00:00+00:00,7143.2,7455.6,7075.0,7315.1,4476974.0,True,6724.043909922348,7306.413843364003,546.3847808483664,58.538805160445555,5457156.55,7455.6,6675.2,-71.25231323516073
2020-04-07 16:00:00+00:00,7315.0,7430.0,7082.5,7274.9,4068460.0,True,6774.121736293043,7305.288348958145,532.1787250734831,57.75073938323663,5368924.85,7455.6,7075.0,-48.607587762477124
2020-04-08 16:00:00+00:00,7274.9,7388.7,7111.9,7280.2,3400492.0,True,6820.128851175494,7304.392336495354,513.9373875682343,57.83134084277751,5185875.15,7455.6,7082.5,-27.193031056674045
2020-04-09 16:00:00+00:00,7280.3,7315.7,6739.0,6765.2,4389060.0,True,6815.135319250448,7285.135467334806,518.4204313133604,48.207388912645285,5019555.65,7455.6,7111.9,-26.989708518935913
2020-04-10 16:00:00+00:00,6765.2,6945.0,6741.4,6830.2,4104808.0,True,6816.504835682225,7268.887772072849,495.9332576481204,49.35299358194098,4920393.55,7455.6,6739.0,-37.20436178611726
2020-04-11 16:00:00+00:00,6830.2,7025.5,6760.0,7016.0,4030104.0,True,6834.640759711114,7259.85606592739,479.47373924468326,52.581709941071814,4684267.6,7455.6,6741.4,-46.55777743661292
2020-04-12 16:00:00+00:00,7017.1,7180.0,6577.0,6764.8,6916952.0,True,6828.291599737376,7242.175492144269,488.2970435843487,48.11568263665382,4632018.05,7455.6,6760.0,-63.11285681387653
2020-04-13 16:00:00+00:00,6764.7,6945.8,6723.2,6901.8,5355899.0,True,6834.974181579431,7230.019224567688,469.31868332832386,50.58096433079874,4548240.25,7455.6,6577.0,-74.37311192766629
2020-04-14 16:00:00+00:00,6903.1,6979.8,6680.0,6702.0,4898276.0,True,6822.885619617665,7211.161395118843,457.2102059477293,47.068436182321946,4519922.8,7455.6,6723.2,-73.97407221596313
2020-04-15 16:00:00+00:00,6703.1,7172.7,6465.0,7044.9,7290511.0,True,6843.068745106968,7205.223488150313,475.1023340943201,53.08933074293948,4647519.75,7455.6,6680.0,-63.664283922536015
2020-04-16 16:00:00+00:00,7044.8,7195.0,6953.4,7038.3,4696054.0,True,6860.817041006334,7199.261935002088,458.42359594472583,52.96445102596933,4669021.2,7430.0,6465.0,-60.594130925302125
2020-04-17 16:00:00+00:00,7038.4,7270.0,7013.6,7239.0,4499554.0,True,6895.197310005758,7200.681151609157,443.99333909153114,56.32856167128395,4688988.45,7388.7,6953.4,-41.494340535112315
2020-04-18 16:00:00+00:00,7240.0,7298.0,7054.0,7097.3,3871499.0,True,6913.570281823416,7196.988967623116,429.70810058499325,53.423321115728776,4589376.45,7315.7,7013.6,-33.0302569445721
2020-04-19 16:00:00+00:00,7097.2,7212.0,6916.9,7068.8,4271811.0,True,6927.682074384924,7192.410790208004,420.0932362574938,52.833093978209796,4545565.3,7298.0,7054.0,-18.750604910838774
2020-04-20 16:00:00+00:00,7069.8,7082.5,6755.0,6827.7,4674525.0,True,6918.592794895385,7179.385404843433,413.4794336676729,48.00160408813187,4571168.3,7298.0,6916.9,-25.838083306879525
2020-04-21 16:00:00+00:00,6827.1,7130.0,6811.7,7113.1,4125168.0,True,6936.275268086713,7177.0180689561685,406.6809026914106,53.43057313597921,4537780.75,7298.0,6755.0,-22.243866045919276
2020-04-22 16:00:00+00:00,7113.5,7800.0,7025.1,7534.7,6194692.0,True,6990.677516442467,7189.792423636305,432.98226678488123,60.06380816963743,4550341.25,7800.0,6811.7,-10.888727972851484
2020-04-23 16:00:00+00:00,7533.5,7611.4,7400.0,7505.4,5256896.0,True,7037.4704694931515,7201.0641227921515,417.15496201453254,59.43025396076231,4661074.6,7800.0,7025.1,4.075155169035497
