split_label,sample_type,strategy_name,schedule_name,cost_scenario_name,total_return,annual_return,max_drawdown,profit_factor,trade_count,average_R,win_rate,sharpe,sortino,calmar
2022_test,test,v8_b_strong_1_0_weak_0_5__stress_cost_2_0x,v8_b_strong_1_0_weak_0_5,stress_cost_2_0x,0.004971154783820486,0.0049882685646645,-0.005904609031062047,1.4241602002567493,18,0.06654990707030635,0.3333333333333333,0.18475393089736852,0.05868885119335627,0.8448092902380148
2022_test,test,v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,0.005962249741746861,0.005982785626949427,-0.006788231014731028,1.4479014764090687,18,0.06654990707030635,0.3333333333333333,0.18487661347575973,0.05914382911664296,0.8813467918175271
2022_test,test,v8_d_strong_1_5_weak_0_5__stress_cost_2_0x,v8_d_strong_1_5_weak_0_5,stress_cost_2_0x,0.0069483517599020495,0.006972295848970855,-0.007671674414680085,1.4660508653472595,18,0.06654990707030635,0.3333333333333333,0.18414461238021304,0.05846942913627642,0.9088362555675019
2022_test,test,v8_e_strong_1_25_weak_0_75__stress_cost_2_0x,v8_e_strong_1_25_weak_0_75,stress_cost_2_0x,0.006433447423374927,0.006455611464845301,-0.007966263813820817,1.4010765188609164,18,0.06654990707030635,0.3333333333333333,0.18345328850028672,0.056909507418638046,0.8103687770979091
2022_test,test,v8_f_strong_1_5_weak_0_75__stress_cost_2_0x,v8_f_strong_1_5_weak_0_75,stress_cost_2_0x,0.0074200113365809894,0.007445586770371326,-0.0088486593755005,1.4205943471217393,18,0.06654990707030635,0.3333333333333333,0.1847539308973491,0.058688851193348705,0.8414367029412505
2022_test,train,v8_a_flat_1_0__base_cost,v8_a_flat_1_0,base_cost,0.0008265024310381008,0.00040457958077433354,-0.0007183095911762472,1.695080216639436,3,0.05523733016201666,0.3333333333333333,0.1079039583968745,0.028413757613178263,0.563238450027969
2022_test,train,v8_b_strong_1_0_weak_0_5__base_cost,v8_b_strong_1_0_weak_0_5,base_cost,0.001061634370477238,0.000519647394441991,-0.0007183095911763582,2.112338678190296,3,0.05523733016201666,0.3333333333333333,0.1409357276823613,0.018754803712409385,0.7234309562691167
2022_test,train,v8_c_strong_1_25_weak_0_5__base_cost,v8_c_strong_1_25_weak_0_5,base_cost,0.0013852972724257562,0.0006780175326785987,-0.00089788698897042,2.2207775974723503,3,0.05523733016201666,0.3333333333333333,0.1474766567739258,0.017849249806775498,0.755125690657419
2022_test,train,v8_d_strong_1_5_weak_0_5__base_cost,v8_d_strong_1_5_weak_0_5,base_cost,0.0017087791557912624,0.0008362729959450199,-0.0010774643867643707,2.29915828273496,3,0.05523733016201666,0.3333333333333333,0.15181292224187412,0.01732966760890896,0.7761490831788423
2022_test,train,v8_e_strong_1_25_weak_0_75__base_cost,v8_e_strong_1_25_weak_0_75,base_cost,0.0012676932913175953,0.0006204762437116429,-0.00089788698897042,2.012474478221537,3,0.05523733016201666,0.3333333333333333,0.134359810282114,0.01985521742365771,0.6910404664880202
