编号,币种,策略,方向,本波第几次,开仓时间,开仓价,平仓时间,平仓价,成交数量,名义仓位,风险金额,手续费,滑点成本,盈亏,累计利润,收益率,R倍数,平仓原因,资金占用前权益,平仓后权益,费率口径
7631,BTC,BTC 均线斜率做空 最佳参数,空头,0,2026-01-21 07:00:00,88360.7,2026-01-21 13:00:00,89709.7,0.07,6185.25,90.68,4.49,3.75,-98.92,91386.41,-0.1,-1.0909,止损,101485.3,101386.38,双边 Taker
7633,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-21 14:00:00,0.12541,2026-01-21 16:00:00,0.12425,89285.71,11197.32,100.0,4.23,3.57,-107.8,91278.61,-0.11,-1.078,止损,101386.38,101278.59,开仓 Maker / 平仓 Taker
7629,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-20 14:00:00,131.14,2026-01-21 20:00:00,127.42,50.0,6557.0,100.0,4.65,4.0,181.35,91459.96,0.18,1.8135,斜率转正平仓,100726.05,101459.93,双边 Taker
7630,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-20 16:00:00,0.126,2026-01-21 22:00:00,0.12577,44052.86,5550.66,100.0,3.99,3.52,6.14,91466.1,0.01,0.0614,斜率转正平仓,100726.05,101466.07,双边 Taker
7634,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-22 00:00:00,0.12482,2026-01-22 00:00:00,0.12335,69930.06,8728.67,100.0,3.29,2.8,-106.09,91360.01,-0.1,-1.0609,止损,101466.07,101359.99,开仓 Maker / 平仓 Taker
7636,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-22 00:00:00,125.44,2026-01-22 02:00:00,127.58,34.01,4266.21,99.99,3.1,2.72,-75.88,91284.13,-0.07,-0.7589,斜率转正平仓,101359.99,101284.11,双边 Taker
7635,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-22 00:00:00,0.12066,2026-01-22 03:00:00,0.1242,28901.73,3487.28,100.0,2.55,2.31,-104.86,91179.27,-0.1,-1.0486,止损,101359.99,101179.25,双边 Taker
7637,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-22 07:00:00,0.12673,2026-01-22 22:00:00,0.12461,48076.92,6092.79,100.0,2.29,1.92,-104.21,91075.06,-0.1,-1.0421,止损,101179.25,101075.04,开仓 Maker / 平仓 Taker
7632,BTC,BTC 均线斜率做空 最佳参数,空头,0,2026-01-21 14:00:00,89580.4,2026-01-23 11:00:00,89921.4,0.08,7166.43,93.82,5.17,4.31,-32.45,91042.61,-0.03,-0.3459,斜率转正平仓,101386.38,101042.59,双边 Taker
7640,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-23 13:00:00,0.12518,2026-01-23 16:00:00,0.12418,104166.66,13039.58,100.0,4.93,4.17,-109.09,90933.52,-0.11,-1.0909,止损,101042.59,100933.5,开仓 Maker / 平仓 Taker
7638,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-22 23:00:00,127.28,2026-01-23 19:00:00,127.49,42.01,5347.03,99.98,3.85,3.36,-12.68,90920.84,-0.01,-0.1268,斜率转正平仓,101075.04,100920.82,双边 Taker
7639,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-23 00:00:00,0.12496,2026-01-23 19:00:00,0.12515,38461.53,4806.15,100.0,3.46,3.08,-10.77,90910.07,-0.01,-0.1077,斜率转正平仓,101075.04,100910.05,双边 Taker
7641,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-23 21:00:00,0.12499,2026-01-23 22:00:00,0.12416,126582.27,15821.52,100.0,5.98,5.06,-111.05,90799.02,-0.11,-1.1105,止损,100910.05,100799.0,开仓 Maker / 平仓 Taker
7643,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-23 22:00:00,0.12291,2026-01-23 23:00:00,0.12468,51282.05,6303.08,100.0,4.57,4.1,-95.34,90703.68,-0.09,-0.9534,斜率转正平仓,100799.0,100703.66,双边 Taker
7642,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-23 21:00:00,126.73,2026-01-24 00:00:00,128.56,57.14,7241.35,100.0,5.25,4.57,-109.82,90593.86,-0.11,-1.0982,止损,100910.05,100593.85,双边 Taker
7627,ETH,ETH 均线斜率做空 最佳参数,空头,0,2026-01-19 09:00:00,3204.18,2026-01-24 01:00:00,2986.9,1.75,5607.31,99.44,3.9,3.27,376.34,90970.2,0.37,3.7848,斜率转正平仓,100595.67,100970.19,双边 Taker
7644,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-24 03:00:00,0.12565,2026-01-24 03:00:00,0.12427,74626.86,9376.86,100.0,3.53,2.99,-106.52,90863.68,-0.11,-1.0652,止损,100970.19,100863.67,开仓 Maker / 平仓 Taker
7645,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-24 04:00:00,126.85,2026-01-24 10:00:00,127.66,40.0,5074.0,100.0,3.66,3.2,-36.06,90827.62,-0.04,-0.3606,斜率转正平仓,100863.67,100827.6,双边 Taker
7646,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-24 09:00:00,0.12421,2026-01-24 13:00:00,0.12449,43103.44,5353.88,100.0,3.86,3.45,-15.93,90811.69,-0.02,-0.1593,斜率转正平仓,100863.67,100811.67,双边 Taker
7648,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-24 20:00:00,0.12453,2026-01-24 22:00:00,0.12383,151515.15,18868.18,100.0,7.14,6.06,-113.2,90698.49,-0.11,-1.132,止损,100811.67,100698.47,开仓 Maker / 平仓 Taker
7650,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-24 21:00:00,126.85,2026-01-25 00:00:00,126.98,76.33,9682.46,99.99,6.97,6.11,-16.9,90681.59,-0.02,-0.169,斜率转正平仓,100811.67,100681.57,双边 Taker
7649,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-24 21:00:00,0.12394,2026-01-25 01:00:00,0.12412,71428.57,8852.86,100.0,6.38,5.71,-19.24,90662.35,-0.02,-0.1924,斜率转正平仓,100811.67,100662.34,双边 Taker
7651,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-25 07:00:00,0.12426,2026-01-25 09:00:00,0.12369,188679.24,23445.28,100.0,8.88,7.55,-116.43,90545.92,-0.12,-1.1643,止损,100662.34,100545.91,开仓 Maker / 平仓 Taker
7647,ETH,ETH 均线斜率做空 最佳参数,空头,0,2026-01-24 16:00:00,2960.7,2026-01-25 11:00:00,2941.91,2.92,8645.24,99.83,6.2,5.2,48.66,90594.58,0.05,0.4874,斜率转正平仓,100811.67,100594.57,双边 Taker
7653,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-25 22:00:00,125.98,2026-01-26 04:00:00,118.64,81.96,10325.32,99.99,7.22,6.56,594.37,91188.95,0.59,5.9442,6R,100594.57,101188.94,双边 Taker
7656,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-26 05:00:00,118.69,2026-01-26 09:00:00,121.14,42.19,5007.53,99.99,3.64,3.38,-107.01,91081.94,-0.11,-1.0702,止损,101188.94,101081.94,双边 Taker
7655,ETH,ETH 均线斜率做空 最佳参数,空头,0,2026-01-26 01:00:00,2882.04,2026-01-26 16:00:00,2916.96,3.01,8674.94,99.84,6.28,5.27,-111.39,90970.55,-0.11,-1.1157,止损,100594.57,100970.54,双边 Taker
7652,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-25 14:00:00,0.12305,2026-01-26 21:00:00,0.1217,90090.09,11085.59,100.0,7.94,7.21,113.68,91084.23,0.11,1.1368,斜率转正平仓,100594.57,101084.23,双边 Taker
7657,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-26 10:00:00,121.91,2026-01-26 21:00:00,123.13,36.9,4498.48,100.0,3.26,2.95,-48.27,91035.96,-0.05,-0.4827,斜率转正平仓,101081.94,101035.95,双边 Taker
7654,BTC,BTC 均线斜率做空 最佳参数,空头,0,2026-01-26 01:00:00,87806.4,2026-01-26 23:00:00,88517.9,0.15,13170.96,98.78,9.52,7.95,-116.25,90919.71,-0.12,-1.1769,止损,100594.57,100919.71,双边 Taker
7660,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-27 22:00:00,123.53,2026-01-27 23:00:00,124.97,56.17,6938.68,99.98,5.02,4.49,-85.91,90833.8,-0.09,-0.8592,斜率转正平仓,100919.71,100833.8,双边 Taker
7659,ETH,ETH 动态委托做多 最佳参数,多头,1,2026-01-27 17:00:00,2916.47,2026-01-28 01:00:00,2917.23,3.1,9041.06,99.85,3.44,2.73,-1.08,90832.72,-0.0,-0.0108,保本,100919.71,100832.72,开仓 Maker / 平仓 Taker
7661,SOL,SOL 动态委托做多 最佳参数,多头,1,2026-01-28 12:00:00,126.38,2026-01-29 01:00:00,125.34,100.0,12638.0,100.0,4.77,4.0,-108.77,90723.95,-0.11,-1.0877,止损,100832.72,100723.94,开仓 Maker / 平仓 Taker
7663,SOL,SOL 动态委托做多 最佳参数,多头,2,2026-01-29 03:00:00,126.03,2026-01-29 03:00:00,125.49,91.74,11561.99,100.0,6.46,3.67,-56.0,90667.95,-0.06,-0.56,止损,100723.94,100667.94,开仓 Maker / 平仓 Taker
7666,ETH,ETH 动态委托做多 最佳参数,多头,2,2026-01-29 10:00:00,2982.64,2026-01-29 10:00:00,2945.15,2.73,8142.61,99.92,3.07,2.43,-105.41,90562.54,-0.1,-1.055,止损,100667.94,100562.53,开仓 Maker / 平仓 Taker
7658,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-26 11:00:00,0.12105,2026-01-29 18:00:00,0.12108,78740.15,9531.5,100.0,3.62,3.15,-1.26,90561.28,-0.0,-0.0126,保本,101081.94,100561.27,开仓 Maker / 平仓 Taker
7664,BTC,BTC 动态委托做多 最佳参数,多头,1,2026-01-29 05:00:00,88926.0,2026-01-29 22:00:00,87484.3,0.07,6224.82,99.08,2.34,1.84,-103.26,90458.02,-0.1,-1.0422,止损,100667.94,100458.01,开仓 Maker / 平仓 Taker
7662,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-29 00:00:00,125.96,2026-01-30 12:00:00,115.69,48.78,6144.33,100.0,4.24,3.9,496.73,90954.75,0.49,4.9673,5R,100832.72,100954.74,双边 Taker
7669,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-30 13:00:00,115.35,2026-01-30 22:00:00,116.31,32.67,3768.48,99.97,2.72,2.61,-34.09,90920.66,-0.03,-0.341,斜率转正平仓,100954.74,100920.65,双边 Taker
7665,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-29 10:00:00,0.12218,2026-01-30 23:00:00,0.11603,38759.68,4735.66,100.0,3.32,3.1,235.05,91155.71,0.23,2.3505,斜率转正平仓,100667.94,101155.7,双边 Taker
7670,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-01-31 01:00:00,0.11559,2026-01-31 02:00:00,0.11388,59880.23,6921.56,100.0,2.6,2.4,-105.0,91050.71,-0.1,-1.05,止损,101155.7,101050.7,开仓 Maker / 平仓 Taker
7672,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-31 04:00:00,0.1157,2026-01-31 06:00:00,0.11612,26881.72,3110.22,100.0,2.24,2.15,-13.53,91037.18,-0.01,-0.1353,斜率转正平仓,101050.7,101037.17,双边 Taker
7671,DOGE,DOGE 动态委托做多 最佳参数,多头,2,2026-01-31 04:00:00,0.11684,2026-01-31 10:00:00,0.1149,52631.57,6149.47,100.0,2.31,2.11,-104.41,90932.77,-0.1,-1.0441,止损,101050.7,100932.76,开仓 Maker / 平仓 Taker
7667,BTC,BTC 均线斜率做空 最佳参数,空头,0,2026-01-29 22:00:00,86950.3,2026-02-01 02:00:00,76967.8,0.1,8695.03,99.69,5.9,4.92,992.35,91925.12,0.99,9.9543,10R,100458.01,101925.11,双边 Taker
7668,ETH,ETH 均线斜率做空 最佳参数,空头,0,2026-01-29 23:00:00,2821.85,2026-02-01 02:00:00,2414.76,1.72,4853.58,99.91,3.24,2.72,696.95,92622.07,0.69,6.9755,7R,100458.01,102622.06,双边 Taker
7674,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-01-31 20:00:00,115.07,2026-02-01 02:00:00,99.15,37.73,4341.59,99.98,2.91,2.64,597.75,93219.82,0.59,5.9784,6R,100932.76,103219.81,双边 Taker
7673,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-01-31 16:00:00,0.11152,2026-02-01 21:00:00,0.10564,33783.78,3767.57,100.0,2.64,2.7,196.01,93415.83,0.19,1.9601,斜率转正平仓,100932.76,103415.82,双边 Taker
7677,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-02-01 03:00:00,101.62,2026-02-01 21:00:00,104.42,19.96,2028.34,100.0,1.48,1.6,-57.37,93358.46,-0.06,-0.5737,斜率转正平仓,103219.81,103358.45,双边 Taker
7678,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-02-01 17:00:00,0.10537,2026-02-01 23:00:00,0.10363,58823.52,6198.23,100.0,2.33,2.35,-104.68,93253.78,-0.1,-1.0468,止损,103219.81,103253.77,开仓 Maker / 平仓 Taker
7680,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-02-02 10:00:00,0.10474,2026-02-02 11:00:00,0.10236,42735.04,4476.07,100.0,1.67,1.71,-103.38,93150.4,-0.1,-1.0338,止损,103253.77,103150.39,开仓 Maker / 平仓 Taker
7679,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-02-02 03:00:00,101.85,2026-02-02 19:00:00,102.77,25.57,2604.3,99.98,1.88,2.05,-25.41,93124.99,-0.02,-0.2541,斜率转正平仓,103253.77,103124.98,双边 Taker
7681,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-02-02 11:00:00,0.10326,2026-02-02 20:00:00,0.10607,21052.63,2173.89,100.0,1.59,1.68,-60.74,93064.25,-0.06,-0.6074,斜率转正平仓,103150.39,103064.23,双边 Taker
7675,BTC,BTC 均线斜率做空 最佳参数,空头,0,2026-02-01 03:00:00,77688.9,2026-02-02 23:00:00,78821.3,0.04,3107.56,87.93,2.25,1.88,-47.55,93016.7,-0.05,-0.5408,斜率转正平仓,103219.81,103016.69,双边 Taker
7682,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-02-03 02:00:00,0.10794,2026-02-03 11:00:00,0.10578,47169.81,5091.51,100.0,1.91,1.89,-103.79,92912.91,-0.1,-1.0379,止损,103016.69,102912.89,开仓 Maker / 平仓 Taker
7683,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-02-03 17:00:00,0.10759,2026-02-03 22:00:00,0.10603,65789.47,7078.29,100.0,2.66,2.63,-105.29,92807.62,-0.1,-1.0529,止损,102912.89,102807.6,开仓 Maker / 平仓 Taker
7685,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-02-03 20:00:00,0.10773,2026-02-03 23:00:00,0.11016,32679.73,3520.59,100.0,2.56,2.61,-81.98,92725.64,-0.08,-0.8198,斜率转正平仓,102912.89,102725.62,双边 Taker
7687,DOGE,DOGE 动态委托做多 最佳参数,多头,2,2026-02-04 00:00:00,0.10802,2026-02-04 00:00:00,0.10604,51546.39,5568.04,100.0,2.09,2.06,-104.15,92621.49,-0.1,-1.0415,止损,102725.62,102621.48,开仓 Maker / 平仓 Taker
7688,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-02-04 01:00:00,0.10414,2026-02-04 04:00:00,0.10842,23809.52,2479.52,100.0,1.82,1.9,-103.73,92517.76,-0.1,-1.0373,止损,102621.48,102517.75,双边 Taker
7690,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-02-04 06:00:00,0.10621,2026-02-04 10:00:00,0.10716,19880.71,2111.53,100.0,1.53,1.59,-20.41,92497.35,-0.02,-0.2041,斜率转正平仓,102517.75,102497.33,双边 Taker
7689,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-02-04 06:00:00,0.10703,2026-02-04 22:00:00,0.10424,36363.63,3892.0,100.0,1.45,1.45,-102.91,92394.44,-0.1,-1.0291,止损,102517.75,102394.43,开仓 Maker / 平仓 Taker
7691,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-02-04 20:00:00,0.10728,2026-02-04 23:00:00,0.1034,31446.54,3373.58,100.0,2.39,2.52,119.63,92514.07,0.12,1.1963,斜率转正平仓,102497.33,102514.06,双边 Taker
7686,BTC,BTC 均线斜率做空 最佳参数,空头,0,2026-02-03 22:00:00,77144.8,2026-02-06 05:00:00,64085.3,0.06,4628.69,86.98,3.05,2.55,780.52,93294.59,0.76,8.974,9R,102807.6,103294.58,双边 Taker
7684,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-02-03 18:00:00,102.77,2026-02-06 08:00:00,70.64,34.24,3518.84,99.98,2.14,2.4,1097.99,94392.58,1.07,10.982,11R,102912.89,104392.57,双边 Taker
7692,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-02-05 00:00:00,0.10314,2026-02-06 08:00:00,0.08493,27472.52,2833.52,100.0,1.86,1.92,498.41,94890.99,0.49,4.9841,5R,102514.06,104890.98,双边 Taker
7693,BTC,BTC 均线斜率做空 最佳参数,空头,0,2026-02-06 06:00:00,63861.4,2026-02-06 21:00:00,66951.3,0.03,1915.84,91.52,1.41,1.18,-94.11,94796.88,-0.09,-1.0283,止损,103294.58,104796.88,双边 Taker
7694,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-02-06 09:00:00,0.0907,2026-02-06 21:00:00,0.0948,15105.74,1370.09,100.0,1.01,0.91,-62.94,94733.94,-0.06,-0.6294,斜率转正平仓,104890.98,104733.93,双边 Taker
7695,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-02-06 09:00:00,79.46,2026-02-06 21:00:00,83.03,15.17,1205.41,99.97,0.89,0.91,-55.04,94678.9,-0.05,-0.5506,斜率转正平仓,104890.98,104678.89,双边 Taker
7696,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-02-07 04:00:00,0.09834,2026-02-07 15:00:00,0.0959,41493.77,4080.5,100.0,1.52,1.24,-102.77,94576.13,-0.1,-1.0277,止损,104678.89,104576.12,开仓 Maker / 平仓 Taker
7697,BTC,BTC 均线斜率做空 最佳参数,空头,0,2026-02-07 15:00:00,68057.4,2026-02-08 02:00:00,69495.4,0.03,2041.72,76.65,1.49,1.24,-44.63,94531.5,-0.04,-0.5822,斜率转正平仓,104576.12,104531.5,双边 Taker
7698,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-02-07 21:00:00,0.09607,2026-02-08 02:00:00,0.09937,30864.19,2965.12,100.0,2.17,1.85,-104.02,94427.48,-0.1,-1.0402,止损,104576.12,104427.47,双边 Taker
7676,ETH,ETH 均线斜率做空 最佳参数,空头,0,2026-02-01 03:00:00,2380.77,2026-02-08 03:00:00,2090.89,0.8,1904.62,99.38,1.29,1.08,230.62,94658.1,0.22,2.3205,斜率转正平仓,103219.81,104658.09,双边 Taker
7699,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-02-08 03:00:00,0.09833,2026-02-08 04:00:00,0.0987,31645.56,3111.71,100.0,2.24,1.9,-13.95,94644.15,-0.01,-0.1395,斜率转正平仓,104658.09,104644.14,双边 Taker
7700,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-02-08 06:00:00,0.0982,2026-02-08 11:00:00,0.09681,73529.41,7220.59,100.0,2.72,2.21,-104.92,94539.23,-0.1,-1.0492,止损,104644.14,104539.21,开仓 Maker / 平仓 Taker
7701,SOL,SOL 动态委托做多 最佳参数,多头,1,2026-02-08 07:00:00,87.42,2026-02-09 00:00:00,86.07,75.75,6622.06,99.99,2.49,2.27,-104.75,94434.48,-0.1,-1.0476,止损,104644.14,104434.46,开仓 Maker / 平仓 Taker
7702,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-02-08 20:00:00,0.09758,2026-02-09 00:00:00,0.0963,80000.0,7806.4,100.0,2.94,2.4,-105.34,94329.14,-0.1,-1.0534,止损,104539.21,104329.13,开仓 Maker / 平仓 Taker
7705,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-02-09 00:00:00,86.12,2026-02-09 03:00:00,88.37,39.06,3363.85,99.99,2.45,2.34,-90.34,94238.8,-0.09,-0.9034,斜率转正平仓,104329.13,104238.79,双边 Taker
7706,SOL,SOL 动态委托做多 最佳参数,多头,1,2026-02-09 04:00:00,87.62,2026-02-09 05:00:00,86.37,81.96,7181.34,99.99,2.7,2.46,-105.15,94133.65,-0.1,-1.0516,止损,104238.79,104133.64,开仓 Maker / 平仓 Taker
7704,ETH,ETH 动态委托做多 最佳参数,多头,1,2026-02-09 00:00:00,2073.11,2026-02-09 07:00:00,2073.65,2.42,5016.93,99.75,1.91,1.52,-0.6,94133.05,-0.0,-0.006,保本,104329.13,104133.04,开仓 Maker / 平仓 Taker
7707,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-02-09 05:00:00,86.51,2026-02-09 07:00:00,86.93,39.37,3405.9,100.0,2.46,2.36,-18.99,94114.06,-0.02,-0.1899,斜率转正平仓,104133.64,104114.04,双边 Taker
7703,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-02-08 23:00:00,0.09724,2026-02-09 11:00:00,0.09712,41322.31,4018.18,100.0,2.89,2.48,2.07,94116.13,0.0,0.0207,斜率转正平仓,104539.21,104116.11,双边 Taker
7710,SOL,SOL 动态委托做多 最佳参数,多头,1,2026-02-09 12:00:00,87.16,2026-02-09 15:00:00,85.71,70.42,6137.81,100.0,2.3,2.11,-104.41,94011.72,-0.1,-1.0442,止损,104116.11,104011.7,开仓 Maker / 平仓 Taker
7708,BTC,BTC 动态委托做多 最佳参数,多头,1,2026-02-09 07:00:00,69956.4,2026-02-09 16:00:00,69974.6,0.08,5596.51,99.14,2.13,1.68,-0.67,94011.05,-0.0,-0.0068,保本,104114.04,104011.03,开仓 Maker / 平仓 Taker
7709,ETH,ETH 动态委托做多 最佳参数,多头,2,2026-02-09 09:00:00,2080.01,2026-02-09 18:00:00,2032.33,2.12,4409.62,99.79,1.65,1.29,-102.73,93908.32,-0.1,-1.0295,止损,104114.04,103908.3,开仓 Maker / 平仓 Taker
7713,BTC,BTC 均线斜率做空 最佳参数,空头,0,2026-02-09 18:00:00,68687.6,2026-02-10 00:00:00,70301.5,0.06,4121.26,94.33,3.0,2.51,-99.84,93808.48,-0.1,-1.0584,止损,103908.3,103808.46,双边 Taker
7711,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-02-09 12:00:00,87.03,2026-02-10 01:00:00,87.77,37.03,3222.72,99.98,2.33,2.22,-29.73,93778.75,-0.03,-0.2974,斜率转正平仓,104116.11,103778.73,双边 Taker
7712,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-02-09 13:00:00,0.09633,2026-02-10 06:00:00,0.09643,39682.53,3822.62,100.0,2.75,2.38,-6.72,93772.03,-0.01,-0.0672,斜率转正平仓,104116.11,103772.01,双边 Taker
7716,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-02-10 07:00:00,86.68,2026-02-10 09:00:00,87.26,38.61,3346.71,100.0,2.42,2.32,-24.81,93747.22,-0.02,-0.2481,斜率转正平仓,103772.01,103747.2,双边 Taker
7714,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-02-10 04:00:00,0.0958,2026-02-10 11:00:00,0.09443,74626.86,7149.25,100.0,2.69,2.24,-104.93,93642.29,-0.1,-1.0493,止损,103778.73,103642.27,开仓 Maker / 平仓 Taker
7717,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-02-10 08:00:00,0.09592,2026-02-10 12:00:00,0.09541,42372.88,4064.41,100.0,2.92,2.54,18.69,93660.98,0.02,0.1869,斜率转正平仓,103772.01,103660.96,双边 Taker
7718,ETH,ETH 动态委托做多 最佳参数,多头,1,2026-02-10 11:00:00,2084.4,2026-02-10 14:00:00,2040.42,2.3,4794.12,99.73,1.79,1.43,-102.95,93558.03,-0.1,-1.0323,止损,103642.27,103558.01,开仓 Maker / 平仓 Taker
7715,BTC,BTC 动态委托做多 最佳参数,多头,1,2026-02-10 05:00:00,70013.4,2026-02-10 22:00:00,68240.4,0.05,3500.67,87.62,1.31,1.02,-89.96,93468.07,-0.09,-1.0266,止损,103778.73,103468.06,开仓 Maker / 平仓 Taker
7719,BTC,BTC 均线斜率做空 最佳参数,空头,0,2026-02-10 14:00:00,68864.1,2026-02-11 01:00:00,69909.1,0.06,4131.85,90.64,3.0,2.5,-65.7,93402.37,-0.06,-0.7248,斜率转正平仓,103558.01,103402.36,双边 Taker
7721,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-02-10 19:00:00,0.09285,2026-02-12 10:00:00,0.0916,47619.04,4421.43,100.0,3.16,2.86,56.36,93458.73,0.05,0.5636,斜率转正平仓,103558.01,103458.72,双边 Taker
7722,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-02-10 19:00:00,83.76,2026-02-12 17:00:00,81.77,45.87,3842.07,100.0,2.73,2.75,88.55,93547.28,0.09,0.8855,斜率转正平仓,103558.01,103547.27,双边 Taker
7723,BTC,BTC 均线斜率做空 最佳参数,空头,0,2026-02-11 11:00:00,68135.4,2026-02-12 18:00:00,68000.0,0.07,4769.48,94.12,3.43,2.86,6.05,93553.33,0.01,0.0643,斜率转正平仓,103402.36,103553.32,双边 Taker
7724,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-02-12 06:00:00,0.09104,2026-02-13 00:00:00,0.09107,76335.87,6949.62,100.0,2.64,2.29,-0.35,93552.98,-0.0,-0.0035,保本,103402.36,103552.97,开仓 Maker / 平仓 Taker
7728,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2026-02-13 14:00:00,0.0924,2026-02-13 17:00:00,0.09362,51813.47,4787.56,100.0,3.47,3.11,-66.68,93486.3,-0.06,-0.6668,斜率转正平仓,103552.97,103486.28,双边 Taker
7726,SOL,SOL 均线斜率做空 最佳参数,空头,0,2026-02-13 00:00:00,78.24,2026-02-13 18:00:00,80.55,44.44,3476.99,99.99,2.54,2.67,-105.2,93381.1,-0.1,-1.0521,止损,103552.97,103381.09,双边 Taker
7725,BTC,BTC 均线斜率做空 最佳参数,空头,0,2026-02-13 00:00:00,65812.3,2026-02-13 19:00:00,67164.1,0.06,3948.74,90.94,2.87,2.4,-83.98,93297.12,-0.08,-0.9234,斜率转正平仓,103552.97,103297.11,双边 Taker
7720,ETH,ETH 均线斜率做空 最佳参数,空头,0,2026-02-10 15:00:00,2006.69,2026-02-13 23:00:00,2034.48,1.58,3170.57,99.43,2.3,1.94,-46.21,93250.91,-0.04,-0.4647,斜率转正平仓,103558.01,103250.9,双边 Taker
7727,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2026-02-13 09:00:00,0.09225,2026-02-15 05:00:00,0.11083,86206.89,7952.59,100.0,3.47,3.45,1598.25,94849.16,1.54,15.9825,16R,103552.97,104849.15,开仓 Maker / 平仓 Taker
7731,DOGE,DOGE 动态委托做多 最佳参数,多头,2,2026-02-15 14:00:00,0.1146,2026-02-15 18:00:00,0.11238,45871.55,5256.88,100.0,1.97,1.83,-103.8,94745.36,-0.1,-1.038,止损,104849.15,104745.35,开仓 Maker / 平仓 Taker
