symbol,combo,horizon_h,active_pct,flips,active_segments,median_active_run_h,whipsaw_active_le_6h_pct,bar_samples,bar_dir_mean_pct,bar_dir_win_pct,entry_signals,entry_dir_mean_pct,entry_dir_median_pct,entry_dir_win_pct
DOGE-USDT-SWAP,trend_50/60/70_trigger_50/55/60,24,93.6133453631006,1035,531,72.0,7.1563088512241055,48742,0.31035722261509,48.5371958475237,530,0.689993744566239,-0.14866984837802466,48.301886792452834
DOGE-USDT-SWAP,trend_50/60/70_trigger_50/55/60,48,93.6133453631006,1035,531,72.0,7.1563088512241055,48718,0.42474426996582976,49.24668500348947,530,0.6155519735784928,0.043426338074037396,50.0
DOGE-USDT-SWAP,trend_50/60/70_trigger_50/55/60,72,93.6133453631006,1035,531,72.0,7.1563088512241055,48694,0.6527512835537197,49.143631658931284,530,0.5268177106245531,-0.005197055002159612,49.62264150943396
DOGE-USDT-SWAP,all_four_agree,6,72.16900543259172,1757,880,32.5,12.727272727272727,37593,0.1286233818032611,47.671108983055355,878,0.025784016299568793,-0.05655754852436079,47.722095671981776
DOGE-USDT-SWAP,all_four_agree,12,72.16900543259172,1757,880,32.5,12.727272727272727,37593,0.24792530008523342,47.55406591652701,878,0.1412563789603987,-0.1142700469408564,47.26651480637813
DOGE-USDT-SWAP,all_four_agree,24,72.16900543259172,1757,880,32.5,12.727272727272727,37593,0.4027966944517925,47.79347218897135,878,0.5469156905327688,-0.1870489275037246,47.83599088838269
DOGE-USDT-SWAP,all_four_agree,48,72.16900543259172,1757,880,32.5,12.727272727272727,37570,0.5202108554046747,48.86877828054298,878,0.6376813819163395,0.08714355016496977,50.34168564920274
DOGE-USDT-SWAP,all_four_agree,72,72.16900543259172,1757,880,32.5,12.727272727272727,37546,0.8138757430207997,48.72955840835242,878,0.5032610671682287,-0.04258571740554107,49.31662870159453
BNB-USDT-SWAP,trend_50/60/70_trigger_20/30/40,6,73.17400117700909,1066,534,32.0,13.670411985018728,22376,0.0141247713262164,47.81015373614587,532,-0.04011673351019375,-0.11192850006165322,43.984962406015036
BNB-USDT-SWAP,trend_50/60/70_trigger_20/30/40,12,73.17400117700909,1066,534,32.0,13.670411985018728,22376,0.03320586463332074,47.44368966750089,532,-0.027501717413814214,-0.10939503014100183,45.67669172932331
BNB-USDT-SWAP,trend_50/60/70_trigger_20/30/40,24,73.17400117700909,1066,534,32.0,13.670411985018728,22376,0.05366459101337915,47.7163031819807,532,0.026430551682962967,-0.07515279770167749,47.93233082706767
BNB-USDT-SWAP,trend_50/60/70_trigger_20/30/40,48,73.17400117700909,1066,534,32.0,13.670411985018728,22359,0.06030489358123497,48.208774989936934,532,0.17073792802923785,0.03185731891579002,50.56390977443609
BNB-USDT-SWAP,trend_50/60/70_trigger_20/30/40,72,73.17400117700909,1066,534,32.0,13.670411985018728,22335,0.07062423205792157,49.07544213118424,532,0.18120487748760322,-0.01294102188128532,49.62406015037594
BNB-USDT-SWAP,trend_40/50/60_trigger_20/30/40,6,77.52239586739032,1151,577,31.0,14.904679376083187,23706,0.014516407329490008,47.747405720070866,575,-0.05560077357281799,-0.11707643418630287,43.130434782608695
BNB-USDT-SWAP,trend_40/50/60_trigger_20/30/40,12,77.52239586739032,1151,577,31.0,14.904679376083187,23706,0.029988957428123512,47.37619168143086,575,-0.00045653360912330774,-0.11738304850681391,45.391304347826086
BNB-USDT-SWAP,trend_40/50/60_trigger_20/30/40,24,77.52239586739032,1151,577,31.0,14.904679376083187,23706,0.04676087034408578,47.734750696026325,575,-0.08690880941099502,-0.15783854045773316,45.565217391304344
BNB-USDT-SWAP,trend_40/50/60_trigger_20/30/40,48,77.52239586739032,1151,577,31.0,14.904679376083187,23689,0.06664751433788328,48.35577694288488,575,0.13889018514126394,0.038354588167610615,50.78260869565218
BNB-USDT-SWAP,trend_40/50/60_trigger_20/30/40,72,77.52239586739032,1151,577,31.0,14.904679376083187,23665,0.06432896772258273,48.94147475174308,575,0.09439689422610187,-0.06269592476488839,48.69565217391305
BNB-USDT-SWAP,trend_50/60/70_trigger_50/55/60,6,93.77819917609364,627,324,68.5,8.024691358024691,28677,0.009735225077781491,48.613871743906266,323,0.005753010610307613,-0.087765490609093,44.27244582043344
BNB-USDT-SWAP,trend_50/60/70_trigger_50/55/60,12,93.77819917609364,627,324,68.5,8.024691358024691,28671,0.02009904238153593,48.0659900247637,323,0.037971944881427286,-0.12360939431395046,45.82043343653251
BNB-USDT-SWAP,trend_50/60/70_trigger_50/55/60,24,93.77819917609364,627,324,68.5,8.024691358024691,28659,0.02713309821876903,48.20475243379043,323,0.055952005162247076,-0.07634753397465222,48.297213622291025
BNB-USDT-SWAP,trend_50/60/70_trigger_50/55/60,48,93.77819917609364,627,324,68.5,8.024691358024691,28635,0.0620091228116515,48.978522786799374,323,0.140782614607066,0.03327787021630835,50.77399380804953
BNB-USDT-SWAP,trend_50/60/70_trigger_50/55/60,72,93.77819917609364,627,324,68.5,8.024691358024691,28611,0.09848447330662546,49.725630002446614,323,0.12818719356582498,0.033300033300043275,50.15479876160991
BNB-USDT-SWAP,all_four_agree,6,73.07918655594062,1068,535,32.0,14.018691588785046,22347,0.013999497598252716,47.796124759475546,533,-0.048655250306004316,-0.12146451500952837,42.964352720450286
BNB-USDT-SWAP,all_four_agree,12,73.07918655594062,1068,535,32.0,14.018691588785046,22347,0.03332465226752062,47.46050924061395,533,-0.030585090961632238,-0.12867875970279385,45.590994371482175
BNB-USDT-SWAP,all_four_agree,24,73.07918655594062,1068,535,32.0,14.018691588785046,22347,0.053386571822439166,47.70662728777912,533,0.018226772305540623,-0.07395806142870276,48.030018761726076
BNB-USDT-SWAP,all_four_agree,48,73.07918655594062,1068,535,32.0,14.018691588785046,22330,0.061258823658095325,48.21764442454098,533,0.17145092791903827,0.044969805987404854,50.84427767354597
BNB-USDT-SWAP,all_four_agree,72,73.07918655594062,1068,535,32.0,14.018691588785046,22306,0.07162082467560536,49.089930960279744,533,0.17963761880134915,-0.009355849745040778,49.71857410881801
