timestamp,open,high,low,close,volume,confirmed
2019-12-16 04:00:00+00:00,7080.0,7099.8,7052.7,7052.7,246552.0,True
2019-12-16 08:00:00+00:00,7100.0,7129.1,7055.8,7088.0,1058252.0,True
2019-12-16 12:00:00+00:00,7088.4,7137.0,7073.7,7081.3,1006196.0,True
2019-12-16 16:00:00+00:00,7084.8,7110.8,6825.7,6907.9,3612612.0,True
2019-12-16 20:00:00+00:00,6903.6,6916.8,6843.0,6889.1,1345480.0,True
2019-12-17 00:00:00+00:00,6892.9,6904.2,6862.2,6880.3,1125792.0,True
2019-12-17 04:00:00+00:00,6879.1,6892.4,6863.3,6869.5,1077660.0,True
2019-12-17 08:00:00+00:00,6870.0,6953.7,6851.1,6924.8,3000398.0,True
2019-12-17 12:00:00+00:00,6926.0,6926.2,6661.7,6696.5,6806996.0,True
2019-12-17 16:00:00+00:00,6697.9,6732.8,6565.5,6617.4,4038740.0,True
2019-12-17 20:00:00+00:00,6614.2,6686.5,6541.2,6624.0,4377344.0,True
2019-12-18 00:00:00+00:00,6623.8,6720.1,6595.0,6687.4,4014096.0,True
2019-12-18 04:00:00+00:00,6683.8,6707.6,6571.1,6624.5,5490590.0,True
2019-12-18 08:00:00+00:00,6622.3,6660.0,6577.5,6613.2,4394492.0,True
2019-12-18 12:00:00+00:00,6614.2,6864.4,6415.7,6823.7,24602972.0,True
2019-12-18 16:00:00+00:00,6827.5,6988.5,6775.5,6949.6,10512546.0,True
2019-12-18 20:00:00+00:00,6961.7,7498.2,6943.8,7285.0,20153184.0,True
2019-12-19 00:00:00+00:00,7286.8,7390.8,7125.7,7157.2,10678296.0,True
2019-12-19 04:00:00+00:00,7153.6,7166.1,7055.9,7094.0,6754340.0,True
2019-12-19 08:00:00+00:00,7094.0,7208.9,7040.0,7142.1,12430416.0,True
2019-12-19 12:00:00+00:00,7142.1,7246.7,7046.7,7136.7,24956866.0,True
2019-12-19 16:00:00+00:00,7141.4,7175.8,7112.5,7169.6,6775820.0,True
2019-12-19 20:00:00+00:00,7170.8,7170.8,7127.4,7142.9,4330836.0,True
2019-12-20 00:00:00+00:00,7148.2,7148.3,7011.6,7131.0,13465770.0,True
2019-12-20 04:00:00+00:00,7132.4,7150.0,7092.4,7137.7,10820504.0,True
2019-12-20 08:00:00+00:00,7136.5,7199.1,7077.3,7147.0,10570302.0,True
2019-12-20 12:00:00+00:00,7147.7,7238.1,7138.9,7155.9,13784826.0,True
2019-12-20 16:00:00+00:00,7155.8,7197.0,7125.2,7182.2,8031152.0,True
2019-12-20 20:00:00+00:00,7182.2,7206.1,7173.0,7180.2,4436120.0,True
