strategy_name,entry_time,entry_price,exit_time,exit_price,stop_loss_price,position_size_btc,notional_value,notional_to_equity,risk_amount,pnl_usdt,R_multiple,exit_reason,exit_rule_name,holding_bars,holding_days,entry_signal_bar_time,entry_bar_index,exit_bar_index,signal_bar_index,equity_before,equity_after,entry_fee,exit_fee
v5_a_baseline,2022-11-14 16:00:00+00:00,16596.58002,2022-11-15 04:00:00+00:00,16827.56484,17707.494949129574,0.4535548162920134,7527.4588020468,0.07469779901600478,503.86081659741836,-110.82815035402079,-0.2199578667427354,close_above_ema21,ema21_reclaim,4,0.6666666666666666,2022-11-14 12:00:00+00:00,6387,6390,6386,100772.16331948368,100661.33516912966,3.01098352081872,3.0528892318592575
v5_a_baseline,2022-12-28 16:00:00+00:00,16574.98434,2023-01-01 20:00:00+00:00,16607.120759999998,17073.505639013132,1.0095991421870805,16734.08997142829,0.16624148629969912,503.3066758456483,-45.84515200293125,-0.0910879076378292,close_above_ema21,ema21_reclaim,26,4.333333333333333,2022-12-28 12:00:00+00:00,6651,6676,6650,100661.33516912966,100615.49001712672,6.693635988571316,6.706613949397301
v5_a_baseline,2023-06-13 16:00:00+00:00,25755.64784,2023-06-14 04:00:00+00:00,25993.39764,26764.810969334798,0.49850954267150444,12839.436225926722,0.12760894196053907,503.07745008563364,-128.8395012666092,-0.25610271588336586,close_above_ema21,ema21_reclaim,4,0.6666666666666666,2023-06-13 12:00:00+00:00,7653,7656,7652,100615.49001712672,100486.6505158601,5.135774490370689,5.183182707997985
v5_a_baseline,2023-08-24 16:00:00+00:00,25999.699020000004,2023-08-27 16:00:00+00:00,26131.2252,27127.493753059556,0.4455006197947635,11582.882027887308,0.11526786860170195,502.43325257930053,-67.88473832942988,-0.13511195363948453,close_above_ema21,ema21_reclaim,19,3.1666666666666665,2023-08-24 12:00:00+00:00,8085,8103,8084,100486.6505158601,100418.76577753067,4.633152811154924,4.656590809038618
v5_a_baseline,2024-05-10 16:00:00+00:00,60907.91598,2024-05-13 00:00:00+00:00,61484.19438,64521.86464886527,0.138932197131982,8462.070589831555,0.08426782110206932,502.0938288876534,-86.86530619327749,-0.17300612195477538,close_above_ema21,ema21_reclaim,15,2.5,2024-05-10 12:00:00+00:00,9645,9659,9644,100418.76577753067,100331.9004713374,3.3848282359326225,3.4168536856413043
v5_a_baseline,2024-05-14 08:00:00+00:00,62010.99532,2024-05-15 04:00:00+00:00,61962.39,64318.69893604705,0.21738471910703983,13480.242799186162,0.13435649814125836,501.659502356687,-0.21391398250650262,-0.0004264126992543375,close_above_ema21,ema21_reclaim,6,1.0,2024-05-14 04:00:00+00:00,9667,9672,9666,100331.9004713374,100331.6865573549,5.392097119674466,5.3878706981403415
v5_a_baseline,2024-07-02 16:00:00+00:00,61946.1083,2024-07-06 20:00:00+00:00,57873.87246,64565.0884448186,0.19154724551053126,11865.606414962058,0.11826379902603401,501.65843278677454,770.8450833125836,1.5365934925691251,close_above_ema21,ema21_reclaim,26,4.333333333333333,2024-07-02 12:00:00+00:00,9963,9988,9962,100331.6865573549,101102.53164066748,4.746242565984823,4.434232342696317
v5_a_baseline,2024-07-10 16:00:00+00:00,57688.55998,2024-07-11 00:00:00+00:00,57736.24494,60578.03155525951,0.17494986368154022,10092.605704485357,0.09982544987454801,505.5126582033374,-16.419898806148417,-0.032481676847632326,close_above_ema21,ema21_reclaim,3,0.5,2024-07-10 12:00:00+00:00,10011,10013,10010,101102.53164066748,101086.11174186133,4.037042281794143,4.040379272694807
v5_a_baseline,2024-07-11 16:00:00+00:00,57394.21886,2024-07-12 16:00:00+00:00,58217.741219999996,60805.28620004083,0.14817372638068682,8504.315281194895,0.08412941337492484,505.43055870930664,-128.87663881470831,-0.2549838679002993,close_above_ema21,ema21_reclaim,7,1.1666666666666665,2024-07-11 12:00:00+00:00,10017,10023,10016,101086.11174186133,100957.23510304662,3.401726112477958,3.450535863213565
v5_a_baseline,2024-08-29 20:00:00+00:00,59256.1464,2024-09-03 00:00:00+00:00,59158.72938,62329.43735484898,0.16424939354303256,9732.786109897152,0.09640503823191016,504.78617551523314,8.220857842434185,0.016285822079107434,close_above_ema21,ema21_reclaim,26,4.333333333333333,2024-08-29 16:00:00+00:00,10312,10337,10311,100957.23510304662,100965.45596088906,3.893114443958861,3.8867141693765532
v5_a_baseline,2024-09-05 04:00:00+00:00,57111.0755,2024-09-09 04:00:00+00:00,55130.92398,60374.55568226291,0.15468985610765876,8834.504051248636,0.08750026399792474,504.8272798044453,299.36427420064285,0.5930033620936798,close_above_ema21,ema21_reclaim,25,4.166666666666666,2024-09-05 00:00:00+00:00,10350,10374,10349,100965.45596088906,101264.8202350897,3.5338016204994545,3.4112778790193894
v5_a_baseline,2025-02-24 16:00:00+00:00,94310.1342,2025-03-01 20:00:00+00:00,85497.89616,97594.4288629239,0.15416524798803669,14539.345226728019,0.14357745555637622,506.32410117544856,1347.4528029299338,2.6612456325933853,close_above_ema21,ema21_reclaim,32,5.333333333333333,2025-02-24 12:00:00+00:00,11385,11416,11384,101264.8202350897,102612.27303801964,5.815738090691208,5.272321745584724
v5_a_baseline,2025-03-03 20:00:00+00:00,85569.68264,2025-03-04 20:00:00+00:00,88217.74002,97594.92228922689,0.04266537550651503,3650.86264180892,0.03557920055485187,513.0613651900983,-115.94624473893764,-0.2259890387497361,close_above_ema21,ema21_reclaim,7,1.1666666666666665,2025-03-03 16:00:00+00:00,11428,11434,11427,102612.27303801964,102496.3267932807,1.460345056723568,1.5055372017157675
v5_a_baseline,2025-03-07 04:00:00+00:00,86972.00211999999,2025-03-07 12:00:00+00:00,88997.59596,95570.97530142228,0.05959800352367629,5183.357688808941,0.05057115558163342,512.4816339664036,-124.91632350443065,-0.243747902803127,close_above_ema21,ema21_reclaim,3,0.5,2025-03-07 00:00:00+00:00,11448,11450,11447,102496.3267932807,102371.41046977628,2.0733430755235767,2.12163161504912
v5_a_baseline,2025-03-07 20:00:00+00:00,87814.4336,2025-03-11 20:00:00+00:00,83124.22152,95472.26144533324,0.06684102368020887,5869.6066357217305,0.05733638531291556,511.85705234888144,308.92829082658596,0.6035440742858431,close_above_ema21,ema21_reclaim,25,4.166666666666666,2025-03-07 16:00:00+00:00,11452,11476,11451,102371.41046977628,102680.33876060287,2.3478426542886925,2.2224432236068994
v5_a_baseline,2025-03-12 16:00:00+00:00,81713.25408000001,2025-03-12 20:00:00+00:00,82935.68382,86690.29283626565,0.1031540478073811,8429.052917865001,0.08209023284893097,513.4016938030144,-132.8922576057521,-0.2588465507804521,close_above_ema21,ema21_reclaim,2,0.3333333333333333,2025-03-12 12:00:00+00:00,11481,11482,11480,102680.33876060287,102547.44650299712,3.371621167146001,3.42206059748245
v5_a_baseline,2025-04-03 00:00:00+00:00,82496.9973,2025-04-04 08:00:00+00:00,84018.20027999999,90105.05141292991,0.06739400442007731,5559.803000679306,0.05421688389400132,512.7372325149856,-107.00881074264055,-0.2087010732919869,close_above_ema21,ema21_reclaim,9,1.5,2025-04-02 20:00:00+00:00,11609,11617,11608,102547.44650299712,102440.43769225448,2.2239212002717226,2.264929184414904
v5_a_baseline,2025-04-08 16:00:00+00:00,78484.3,2025-04-09 20:00:00+00:00,82348.86648,83117.39507610512,0.11055291981874515,8676.668524930341,0.08469964323069643,512.2021884612724,-434.3513386608729,-0.8480075806894257,close_above_ema21,ema21_reclaim,8,1.3333333333333333,2025-04-08 12:00:00+00:00,11643,11650,11642,102440.43769225448,102006.08635359361,3.4706674099721364,3.6415630532511964
v5_a_baseline,2025-04-10 16:00:00+00:00,78752.2464,2025-04-11 04:00:00+00:00,80863.6695,85722.54433798046,0.07317197002281106,5762.45701280983,0.05649130575243193,510.030431767968,-159.16875218403015,-0.31207697084326524,close_above_ema21,ema21_reclaim,4,0.6666666666666666,2025-04-10 12:00:00+00:00,11655,11658,11654,102006.08635359361,101846.91760140957,2.3049828051239323,2.3667816002354005
