rank,symbol,timeframe,ema_type,ema_period,trend_ema_type,trend_ema_period,atr_period,atr_stop_multiplier,cross_window_bars,max_pullback_index,daily_filter,exit_mode,rr,break_even_trigger_r,trailing_start_r,first_lock_r,trailing_step_r,trades,win_rate,profit_factor,total_r,net_profit,max_drawdown,max_drawdown_pct,avg_r,median_r,max_consecutive_losses,maker_fee_rate,taker_fee_rate,entry_slippage_rate,exit_slippage_rate
1,ETH-USDT-SWAP,4H,ema,15,ma,50,14,1.2,10,1,disabled,ema15_close,2,1,2,1,1,105,35.23809523809523809523809524,2.292242522287844108165865739,49.97880504683538713085515592,4981.120235816,721.47516509,4.614976074368257709869167459,0.4759886194936703536271919611,-0.2292512504698659315875203609,11,0.00015,0.00036,0,0
