strategy_name,entry_time,entry_price,exit_time,exit_price,stop_loss_price,position_size_btc,notional_value,notional_to_equity,risk_amount,pnl_usdt,R_multiple,exit_reason,holding_bars,holding_days,entry_signal_bar_time,entry_bar_index,exit_bar_index,signal_bar_index,equity_before,equity_after,entry_fee,exit_fee
strategy_a_ema21_pullback,2020-06-24 16:00:00+00:00,9244.1508,2020-07-06 16:00:00+00:00,9307.76118,10138.878713898948,0.5608529994168139,5184.609703241339,0.05165900524840471,501.8108341721743,-39.83803060860323,-0.07938854224684708,close_above_ema21,13,13,2020-06-23 16:00:00+00:00,210,222,209,100362.16683443486,100322.32880382625,2.073843881296536,2.0881143102633533
strategy_a_ema21_pullback,2020-07-09 16:00:00+00:00,9205.95844,2020-07-13 16:00:00+00:00,9292.05804,9746.41426769509,0.9281269963511732,8544.298555450932,0.08516846306627061,501.6116440191313,-86.77876652465181,-0.17299990452642305,close_above_ema21,5,5,2020-07-08 16:00:00+00:00,225,229,224,100322.32880382625,100235.5500373016,3.4177194221803733,3.449683967434388
strategy_a_ema21_pullback,2020-07-16 16:00:00+00:00,9120.57552,2020-07-21 16:00:00+00:00,9340.16766,9699.28117333817,0.8660322346870915,7898.712399217981,0.07880150701301643,501.177750186508,-196.5689111919836,-0.3922139622495862,close_above_ema21,6,6,2020-07-15 16:00:00+00:00,232,237,231,100235.5500373016,100038.98112610962,3.159484959687193,3.2355545083767603
strategy_a_ema21_pullback,2020-08-25 16:00:00+00:00,11422.814980000001,2020-08-28 16:00:00+00:00,11529.605459999999,12884.68355298234,0.3421613371235602,3908.4456472718343,0.03906922684813062,500.1949056305481,-39.68094577605509,-0.07933096744764544,close_above_ema21,4,4,2020-08-24 16:00:00+00:00,272,275,271,100038.98112610962,99999.30018033356,1.5633782589087337,1.57799408828028
strategy_a_ema21_pullback,2020-09-02 16:00:00+00:00,11331.833180000001,2020-09-15 16:00:00+00:00,10787.85714,12465.261514720994,0.4411364049979816,4998.884151062047,0.04998919134481259,499.99650090166784,236.06451442366546,0.47213233292224827,close_above_ema21,14,14,2020-09-01 16:00:00+00:00,280,293,279,99999.30018033356,100235.36469475723,1.9995536604248187,1.9035666065485632
strategy_a_ema21_pullback,2020-09-21 16:00:00+00:00,10416.4163,2020-09-26 16:00:00+00:00,10724.84454,11603.493432693467,0.42219398358438665,4397.748292370337,0.04387421850324609,501.17682347378616,-133.78683254833544,-0.2669453699415394,close_above_ema21,6,6,2020-09-20 16:00:00+00:00,299,304,298,100235.36469475723,100101.5778622089,1.759099316948135,1.8111859358663436
strategy_a_ema21_pullback,2020-10-02 16:00:00+00:00,10506.79822,2020-10-05 16:00:00+00:00,10721.24382,11288.589936672555,0.6402061810545852,6726.5171635373135,0.06719691444620833,500.5078893110445,-142.7255281102364,-0.28516139537120966,close_above_ema21,4,4,2020-10-01 16:00:00+00:00,310,313,309,100101.5778622089,99958.85233409866,2.6906068654149253,2.745522624862909
strategy_a_ema21_pullback,2020-11-26 16:00:00+00:00,16906.31806,2020-11-28 16:00:00+00:00,17516.40258,20502.853570313426,0.13896547392269126,2349.3945014956544,0.023503616204427074,499.7942616704933,-86.69411232967606,-0.17345959923571944,close_above_ema21,3,3,2020-11-25 16:00:00+00:00,365,367,364,99958.85233409866,99872.15822176899,0.9397578005982617,0.9736700743801409
strategy_a_ema21_pullback,2021-01-21 16:00:00+00:00,31409.91676,2021-01-25 16:00:00+00:00,34469.99262,43763.51377811188,0.04042229889616125,1269.6610435762648,0.012712862785611843,499.3607911088449,-124.76050801313173,-0.24984041645740238,close_above_ema21,5,5,2021-01-20 16:00:00+00:00,421,425,420,99872.15822176899,99747.39771375585,0.5078644174305059,0.5573425378536451
strategy_a_ema21_pullback,2021-02-26 16:00:00+00:00,47606.9767,2021-03-01 16:00:00+00:00,49195.737180000004,63163.11082741932,0.032060471096716954,1526.3021004924274,0.01530167338172011,498.7369885687793,-52.177825692819695,-0.10461992370478455,close_above_ema21,4,4,2021-02-25 16:00:00+00:00,457,460,456,99747.39771375585,99695.21988806303,0.610520840196971,0.6308954039764295
strategy_a_ema21_pullback,2021-03-05 16:00:00+00:00,47852.9275,2021-03-07 16:00:00+00:00,50619.821939999994,57204.029332621416,0.05330666999062891,2550.880214327991,0.025586785577002568,498.4760994403152,-149.59363055497298,-0.30010191205342734,close_above_ema21,3,3,2021-03-04 16:00:00+00:00,464,466,463,99695.21988806303,99545.62625750806,1.0203520857311963,1.0793496572559906
strategy_a_ema21_pullback,2021-03-25 16:00:00+00:00,50986.8006,2021-03-27 16:00:00+00:00,54962.09022,64095.65898896379,0.03796883882021126,1935.9096139396509,0.01944746029254739,497.7281312875403,-152.5462333889286,-0.306485054389666,close_above_ema21,3,3,2021-03-24 16:00:00+00:00,484,486,483,99545.62625750806,99393.08002411913,0.7743638455758604,0.8347386979140358
strategy_a_ema21_pullback,2021-04-07 16:00:00+00:00,56452.707200000004,2021-04-08 16:00:00+00:00,57835.86486,63432.96635057013,0.07119583806283251,4019.1978000196996,0.04043740066254496,496.9654001205957,-101.72981704425258,-0.20470201148725123,close_above_ema21,2,2,2021-04-06 16:00:00+00:00,497,498,496,99393.08002411913,99291.35020707488,1.60767912000788,1.6470691475185704
strategy_a_ema21_pullback,2021-04-18 16:00:00+00:00,55437.51028,2021-04-30 16:00:00+00:00,57136.525019999994,68470.7560746057,0.03809156666414224,2111.7016185246907,0.021267729909208385,496.4567510353744,-66.43338178018256,-0.13381504358966595,close_above_ema21,13,13,2021-04-17 16:00:00+00:00,508,520,507,99291.35020707488,99224.9168252947,0.8446806474098764,0.8705679007027044
strategy_a_ema21_pullback,2021-05-04 16:00:00+00:00,53796.238600000004,2021-05-05 16:00:00+00:00,57578.513399999996,62461.03451800069,0.057257503675972224,3080.2383293929793,0.031042992304204747,496.1245841264735,-219.11442937335684,-0.4416520293166919,close_above_ema21,2,2,2021-05-03 16:00:00+00:00,524,525,523,99224.9168252947,99005.80239592135,1.2320953317571917,1.3187207770630063
strategy_a_ema21_pullback,2021-05-11 16:00:00+00:00,56001.597440000005,2021-06-14 16:00:00+00:00,40698.138,63083.35757387738,0.0699019738908568,3914.622202097153,0.03953932100305285,495.02901197960676,1067.0382212618747,2.1555064358648792,close_above_ema21,35,35,2021-05-10 16:00:00+00:00,531,565,530,99005.80239592135,100072.84061718322,1.5658488808388613,1.137952071952995
strategy_a_ema21_pullback,2021-06-18 16:00:00+00:00,36371.02434,2021-06-29 16:00:00+00:00,36253.749299999996,44553.824208810904,0.06114828800751637,2224.0258714707084,0.022224070564544635,500.3642030859161,5.394815692005713,0.010781777870467253,close_above_ema21,12,12,2021-06-17 16:00:00+00:00,569,580,568,100072.84061718322,100078.23543287523,0.8896103485882834,0.8867418814194781
strategy_a_ema21_pullback,2021-07-01 16:00:00+00:00,33428.912879999996,2021-07-04 16:00:00+00:00,35519.50248,39638.371638705634,0.0805853129248712,2693.879405173057,0.0269177348453541,500.39117716437613,-170.69330896446567,-0.34111974142260654,close_above_ema21,4,4,2021-06-30 16:00:00+00:00,582,585,581,100078.23543287523,99907.54212391077,1.0775517620692228,1.1449400889146157
strategy_a_ema21_pullback,2021-07-05 16:00:00+00:00,33570.98446,2021-07-24 16:00:00+00:00,33859.67058,39341.02179230195,0.08657443303235329,2906.388945962443,0.029090786182666584,499.5377106195538,-27.327945454945056,-0.05470647135138497,close_above_ema21,20,20,2021-07-04 16:00:00+00:00,586,605,585,99907.54212391077,99880.21417845582,1.1625555783849773,1.1725527132503013
strategy_a_ema21_pullback,2021-09-07 16:00:00+00:00,46628.572420000004,2021-09-15 16:00:00+00:00,48285.6552,55644.590005774044,0.05539042777381681,2582.7765728261966,0.025858740833410245,499.4010708922791,-93.88945990870269,-0.1880041220995993,close_above_ema21,9,9,2021-09-06 16:00:00+00:00,650,658,649,99880.21417845582,99786.32471854711,1.0331106291304786,1.0698252387468088
strategy_a_ema21_pullback,2021-09-20 16:00:00+00:00,43827.93266,2021-10-01 16:00:00+00:00,47373.472799999996,51374.72165801149,0.06611177597839284,2897.5424656140067,0.02903747055307114,498.93162359273555,-236.81375021275383,-0.47464169239763104,close_above_ema21,12,12,2021-09-19 16:00:00+00:00,663,674,662,99786.32471854711,99549.51096833436,1.1590169862456028,1.2527777684288346
strategy_a_ema21_pullback,2021-11-16 16:00:00+00:00,60687.86,2021-12-01 16:00:00+00:00,58629.32352,72420.71313048796,0.042423402842081855,2574.5855324038657,0.025862362430115943,497.74755484167184,85.30538597918066,0.171382832822384,close_above_ema21,16,16,2021-11-15 16:00:00+00:00,720,735,719,99549.51096833436,99634.81635431355,1.0298342129615463,0.9949021640190818
strategy_a_ema21_pullback,2021-12-28 16:00:00+00:00,48932.611520000006,2022-02-04 16:00:00+00:00,39501.29868,54716.447038730636,0.08613213155150395,4214.670132599278,0.04230117831111765,498.1740817715677,809.2922777634847,1.6245170260274133,close_above_ema21,39,39,2021-12-27 16:00:00+00:00,762,800,761,99634.81635431355,100444.10863207703,1.6858680530397112,1.3609324217444039
strategy_a_ema21_pullback,2022-02-18 16:00:00+00:00,39827.83284,2022-02-28 16:00:00+00:00,40830.46446,48102.155215389415,0.06069627461629439,2417.401079428508,0.024067126607528144,502.22054316038515,-62.81426741170154,-0.12507307450313054,close_above_ema21,11,11,2022-02-17 16:00:00+00:00,814,824,813,100444.10863207703,100381.29436466533,0.9669604317714033,0.9913028334300035
