condition_group,condition_value,side,sample_count,conclusion_level,next_day_bull_rate,next_day_bear_rate,hit_stop_first_rate,hit_1R_first_rate,hit_2R_first_rate,hit_1R_rate,hit_2R_rate,stop_rate,avg_final_close_R,median_final_close_R,gross_expectancy_R,net_expectancy_R,net_median_R,positive_net_rate,avg_mfe_R,avg_mae_R,avg_risk_pct,ambiguous_bar_rate
prev_2_days_bearish,True,long,353,conclusion_ok,0.5184135977337111,0.48158640226628896,0.6317280453257791,0.24645892351274787,0.11898016997167139,0.8951841359773371,0.7818696883852692,0.886685552407932,0.5039468849062728,0.41993637327676403,0.06162608597604632,0.01162608597604629,-1.05,0.11048158640226628,8.674938879610837,9.012300767593763,0.004982053324778936,0.5750708215297451
failed_down_breakout,True,long,68,conclusion_ok,0.6029411764705882,0.39705882352941174,0.5294117647058824,0.4264705882352941,0.029411764705882353,0.8676470588235294,0.6764705882352942,0.7794117647058824,0.2675969139317748,1.327254243729897,0.043544902072877326,-0.006455097927122755,-1.05,0.22058823529411764,5.313800852230568,5.766924916268229,0.007147563725194312,0.3235294117647059
breakout_type,failed_down_breakout,long,68,conclusion_ok,0.6029411764705882,0.39705882352941174,0.5294117647058824,0.4264705882352941,0.029411764705882353,0.8676470588235294,0.6764705882352942,0.7794117647058824,0.2675969139317748,1.327254243729897,0.043544902072877326,-0.006455097927122755,-1.05,0.22058823529411764,5.313800852230568,5.766924916268229,0.007147563725194312,0.3235294117647059
doji_day,False,long,1243,conclusion_ok,0.5068382944489139,0.49316170555108607,0.6411906677393403,0.2083668543845535,0.14722445695897024,0.8849557522123894,0.7594529364440868,0.8873692679002414,0.5618277544684683,0.0839887640449411,0.0391183963233455,-0.010881603676654533,-1.05,0.10941271118262269,8.168661436543008,8.379247662268451,0.004919252624246903,0.5663716814159292
close_area,high_area,long,547,conclusion_ok,0.44789762340036565,0.5521023765996343,0.6361974405850092,0.20109689213893966,0.15722120658135283,0.8537477148080439,0.7129798903107861,0.8811700182815356,0.1839396250404152,-0.6950286806883184,0.025278428468938973,-0.024721571531061068,-1.05,0.11151736745886655,7.2558526148099896,7.523834227372769,0.005602204612803402,0.5283363802559415
phase2_simple_setup,bear__long_lower_bear__high_area__shrinking_volume,long,59,conclusion_ok,0.5084745762711864,0.4915254237288136,0.7457627118644068,0.0847457627118644,0.1694915254237288,0.864406779661017,0.8305084745762712,0.9152542372881356,0.5083293037185486,0.061198738170351596,0.009647440017790523,-0.04035255998220954,-1.05,0.0847457627118644,7.35612161038506,7.87281785220084,0.003652439770394311,0.6101694915254238
volume_bucket,high_volume,long,132,conclusion_ok,0.42424242424242425,0.5757575757575758,0.6666666666666666,0.23484848484848486,0.09848484848484848,0.803030303030303,0.7045454545454546,0.8636363636363636,-0.9776027170292434,-0.7416655632174523,-0.008557246982533165,-0.05855724698253329,-1.05,0.13636363636363635,6.224352449422048,7.461600369599906,0.006416344278215159,0.45454545454545453
long_wick_day,False,long,745,conclusion_ok,0.5006711409395973,0.4993288590604027,0.6335570469798658,0.2080536912751678,0.15436241610738255,0.8791946308724832,0.7395973154362416,0.8885906040268456,0.3782105755488331,0.009302325581395349,-0.018472506843741975,-0.0684725068437421,-1.05,0.10738255033557047,7.814985492424156,8.27502820765855,0.005160058839455822,0.5570469798657718
trend_regime,sideways,long,438,conclusion_ok,0.4589041095890411,0.541095890410959,0.6506849315068494,0.22146118721461186,0.12100456621004566,0.8698630136986302,0.728310502283105,0.8858447488584474,-0.8105981390240976,-0.5121393253496462,-0.02006789620319831,-0.07006789620319837,-1.05,0.10730593607305935,7.124151901376827,8.933153775041934,0.004535384553116194,0.5707762557077626
prev_2_days_bullish,False,long,1141,conclusion_ok,0.5197195442594216,0.4802804557405784,0.6538124452234881,0.19807186678352323,0.14548641542506574,0.8860648553900088,0.7624890446976337,0.9009640666082384,0.30881911132411805,0.26031746031748343,-0.02268348603471506,-0.07268348603471511,-1.05,0.09728308501314636,8.295448397801094,8.88746256586938,0.004724463526265757,0.588957055214724
