trade_id,symbol,timeframe,direction,cross_time,entry_time,exit_time,entry_price,exit_price,ema15_at_entry,ma50_at_entry,atr_at_entry,stop_price,qty,gross_pnl,fee,slippage,net_pnl,r_multiple,exit_reason,bars_after_cross,pullback_index,pullback_depth_pct,ema15_slope_5,ema15_slope_10,ma50_slope_10,daily_filter_pass,max_r_before_exit,max_drawdown_r,holding_bars
T0011,BTC-USDT-SWAP,4H,short,2022-07-12 08:00,2022-07-14 00:00,2022-07-14 00:00,19456.1,20004.3,19922.39628276044845848090162,20650.604,456.8017265206643722942969256,20004.3,0.18,-98.676,1.82159334,0,-100.49759334,-1.01846034841298796059832178,止损,9,1,1.082217792375312981938475969,-0.016444795562654850278963982,-0.04166376200524027968959779327,-0.0006573173356091666858751443783,true,0.3941991973732214520248084641,1.10525355709595038307187158,0
T0012,BTC-USDT-SWAP,4H,short,2022-07-25 12:00,2022-07-26 08:00,2022-07-28 00:00,21315.5,21929,22173.08660081184435294122655,22567.824,511.2133396803196038770246137,21929,0.16,-98.16,1.7746824,0,-99.9346824,-1.018079486552567237163814181,止损,4,1,0.42805677394810920150419353,-0.01754850835361913591051988737,-0.02099023520736975412298694985,0.009761951351623444067979261093,true,0.9858190709046454767726161369,2.934474327628361858190709046,10
T0013,BTC-USDT-SWAP,4H,short,2022-08-04 04:00,2022-08-04 12:00,2022-08-05 08:00,23093.6,23076.9,23148.4248443301637381337568,23217.502,459.1907612785282062972460182,23644.7,0.18,3.006,2.11891032,0,0.88708968,0.008942616585011794592632915986,保本,1,1,0.3092009765293704247680160237,0.001960738531975246267959816094,-0.004329209189226814055500477343,0.01458442859184420442819386857,true,1.320631464344039194338595536,0.2166575939031028851388132825,5
T0014,BTC-USDT-SWAP,4H,short,2022-10-03 04:00,2022-10-03 16:00,2022-10-04 00:00,19200.4,19554.6,19254.7326168641738270822257,19298.962,295.1380276077785474371746336,19554.6,0.28,-99.176,2.77752048,0,-101.95352048,-1.028005974025974025974025974,止损,2,1,0.3311777130572864341478205024,-0.004360947079959018151668763135,-0.007811008348168463420687561258,0.002283853401027474949170841416,true,0.2097684923771880293619424054,1.263692828910220214568040655,2
T0015,BTC-USDT-SWAP,4H,short,2022-10-09 04:00,2022-10-10 04:00,2022-10-11 20:00,19471,19207.3,19554.6080974096046969847899,19672.178,207.9688683605644590957698539,19720.6,0.4,105.48,3.9341112,0,101.5458888,1.017086225961538461538461538,1R,5,1,0.01274330110827127693020779266,-0.004664993431447824985628838726,-0.01295605211394366143739407205,-0.00004615655673713403772576681647,true,2.486778846153846153846153846,0.2151442307692307692307692308,10
T0016,BTC-USDT-SWAP,4H,short,2022-10-20 12:00,2022-10-20 20:00,2022-10-21 20:00,19208.4,18952.5,19241.79856978862119547063313,19260.69,201.5959494972972214881874303,19450.4,0.41,104.919,3.9787056,0,100.9402944,1.017338181818181818181818182,1R,1,1,0.07380510797819256500143677481,-0.004449505651716418713332058751,-0.007950718134015263375947006645,0.0009415031341037107185671956716,true,2.365289256198347107438016529,0.5809917355371900826446280992,6
T0017,BTC-USDT-SWAP,4H,short,2022-11-02 20:00,2022-11-03 04:00,2022-11-04 12:00,20250.1,20545,20462.81750324873483300703687,20533.98,245.7133729490692065752316993,20545,0.33,-97.317,3.44312595,0,-100.76012595,-1.035380518819938962360122075,止损,1,1,1.670261178339702293147302107,-0.0032178839810795395602669023,-0.004887898466005914934977409258,0.01062122394197325603706636512,true,0.752797558494404883011190234,1.484571041030857917938284164,8
T0018,BTC-USDT-SWAP,4H,short,2022-11-08 12:00,2022-11-09 04:00,2022-11-10 12:00,18252.1,16851.3,20154.21625417083249133175143,20592,578.1099546406500359255180246,18945.9,0.14,196.112,1.23259962,0,194.87940038,2.006335712020755260882098587,2R,3,1,2.687694420848879581193204463,-0.03679882429068476413635622197,-0.04539994488192841206649851659,-0.005782439782439782439782439782,true,3.995531853560103776304410493,0.6896800230614009801095416547,8
T0019,BTC-USDT-SWAP,4H,short,2022-12-28 04:00,2022-12-29 00:00,2022-12-30 20:00,16578.3,16566.3,16738.06492369268997979453761,16812.178,107.5056390131328799798976326,16707.4,0.77,9.24,6.50697201,0,2.73302799,0.02749331525948876839659178931,保本,4,1,0.2965401110199524380848022719,-0.005161380636514072163788104318,-0.006387433754449167208403255926,0.0006339452270847953192025447268,true,1.869093725793958171959721146,0.7041053446940356312935708753,11
T0020,BTC-USDT-SWAP,4H,short,2023-02-06 00:00,2023-02-07 04:00,2023-02-07 16:00,23031.4,23014.8,23113.89518991624124981499183,23306.418,261.8382976403752307633830289,23345.7,0.31,5.146,3.63941178,0,1.50658822,0.01546281259942729875914731149,保本,6,1,0.223695788437751910484544042,-0.006336504351484161675503858642,-0.01294021046737572983246773438,-0.0005859330249719197518898013414,true,1.266306076996500159083678015,0.1100859051861279032771237671,3
T0021,BTC-USDT-SWAP,4H,short,2023-02-23 16:00,2023-02-24 00:00,2023-02-27 00:00,23954.5,23378.3,24216.73078957085753617703624,24346.006,465.6950194361939230270309497,24513.4,0.17,97.954,2.04159171,0,95.91240829,1.009466160314904276256933262,1R,1,1,0.07667926191399647258820912028,-0.003816381818525885137844518331,-0.01758036038755683133914534021,0.01756509876815112918316047404,true,2.204151010914295938450527823,0.3242082662372517444981213097,18
T0022,BTC-USDT-SWAP,4H,short,2023-03-26 04:00,2023-03-26 12:00,2023-03-26 20:00,27535.1,28180.4,27629.98173079929046471662165,27698.41,537.6849988341060746314499481,28180.4,0.15,-96.795,2.14128135,0,-98.93628135,-1.022121817759181775918177592,止损,1,1,0.07245125746281280400582732312,-0.005879507813683340596073857576,-0.0112264127496104033391275049,0.01398015265136157635041144961,true,0.1137455447078878041221137455,1.064001239733457306679064001,2
T0023,BTC-USDT-SWAP,4H,short,2023-04-06 08:00,2023-04-07 00:00,2023-04-10 20:00,28098.8,28570.1,28138.9665044602786573314239,28234.54,392.7385639693809204805693001,28570.1,0.21,-98.973,3.04501176,0,-102.01801176,-1.030766085295989815404201146,止损,3,1,0.170700994054304029477839545,-0.003112373007937804979769244619,0.001077350416252341871441842185,0.007046759040522707293973976555,true,0.7018883938043708890303416083,1.02164226607256524506683641,23
T0024,BTC-USDT-SWAP,4H,short,2023-04-18 04:00,2023-04-19 20:00,2023-04-23 04:00,29309.3,27855.6,29960.06985655360821925283386,30132.526,397.8418437173218967660931611,29786.8,0.2,290.74,2.8848822,0,287.8551178,3.014189715183246073298429319,3R,9,1,0.3912879509549885159310935825,0.0007012229317332435050292977387,-0.0002995194476425806067778595284,0.008519697286579956821409529357,true,4.605863874345549738219895288,0.4056544502617801047120418848,20
T0025,BTC-USDT-SWAP,4H,short,2023-05-02 12:00,2023-05-03 12:00,2023-05-04 04:00,28520.3,29034.9,28538.36295582693341235567085,28712.16,428.7834880053059145849630513,29034.9,0.19,-97.774,2.79881571,0,-100.57281571,-1.028625357559269335406140692,止损,5,1,0.5323957944197504826159213907,-0.0004506355088256085224431509623,-0.01741000550655527222675626801,0.005125911808794601311778702821,true,0.8146132918771861640108822386,1.48231636222308589195491644,4
T0026,BTC-USDT-SWAP,4H,short,2023-05-20 08:00,2023-05-21 20:00,2023-05-22 12:00,26836.8,26817.4,26981.51269159375578394399072,27014.91,240.1860380046349601481080985,27125.1,0.34,6.596,4.65112656,0,1.94487344,0.01984119320152618799861255636,保本,8,1,0.4165344978647513828631368196,0.001887160774903000631156406421,0.0004752381434387752272946082949,0.002267044384008682612675740915,true,1.073534512660423170308706209,0.5116198404439819632327436698,4
