exported_at,strategy_id,strategy_name,symbol,timeframe,ema_type,ema_period,trend_ema_type,trend_ema_period,atr_period,atr_stop_multiplier,cross_window_bars,max_pullback_index,daily_filter,exit_mode,rr,break_even_trigger_r,trailing_start_r,first_lock_r,trailing_step_r,trades,win_rate,profit_factor,total_r,net_profit,max_drawdown,max_drawdown_pct,avg_r,median_r,max_consecutive_losses
2026-07-02 18:46:56,btc_ema15_ma50_pullback_short,BTC 快线/趋势均线 回踩做空,BTC-USDT-SWAP,4H,ema,15,ma,50,14,1.2,10,1,disabled,dynamic,1,1,2,1,1,74,55.40540540540540540540540541,1.417890968933509404664779494,14.5873397239910085211244861,1351.69008215,592.22399788,4.996947829350252979771861434,0.1971262124863649800151957581,0.01071445278728304425151846946,3
