mode,symbol,bar,bar_label,direction,entry_reference_ema,max_entries_per_trend,stop_atr,take_ratio,take_atr,total_trades,win_rate,total_pnl,total_return_pct,average_r_multiple,max_drawdown,max_drawdown_pct,profit_factor,profit_loss_ratio,ending_equity,total_fees,maker_fees,taker_fees,take_profit_hits,stop_loss_hits,data_source_note,two_r_break_even_enabled,fee_offset_enabled,entry_slippage_pct,exit_slippage_pct,max_entries_label,param_label
fixed,BNB-USDT-SWAP,15m,15分钟,做多,21,3,1.5,3,4.5,165,30.91,556.3128,5.56,0.0327,2953.0967,24.60,1.0410,2.3270,10556.31,2140.9872,629.4165,1511.5707,51,114,本次命中本地缓存 9960 根 | 补拉最新 40 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x1.5 | TP x4.5 | 每波开仓3
fixed,BNB-USDT-SWAP,15m,15分钟,做空,55,3,2,3,6,91,30.77,832.5374,8.33,0.0921,1607.8210,14.01,1.1189,2.5175,10832.54,795.1626,234.0437,561.1189,28,63,本次命中本地缓存 9960 根 | 补拉最新 40 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x2 | TP x6 | 每波开仓3
fixed,SOL-USDT-SWAP,15m,15分钟,做多,21,3,2,3,6,105,27.62,105.1993,1.05,0.0100,3267.7781,28.10,1.0126,2.6538,10105.20,619.2051,182.0425,437.1627,29,76,本次命中本地缓存 9960 根 | 补拉最新 40 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x2 | TP x6 | 每波开仓3
fixed,SOL-USDT-SWAP,15m,15分钟,做空,21,3,2,2,4,150,40.00,1608.9495,16.09,0.1073,1565.2040,13.11,1.1636,1.7454,11608.95,844.8708,248.7512,596.1196,60,90,本次命中本地缓存 9960 根 | 补拉最新 40 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x2 | TP x4 | 每波开仓3
fixed,DOGE-USDT-SWAP,15m,15分钟,做多,21,3,2,2,4,115,31.30,-1660.4132,-16.60,-0.1444,3363.0661,33.63,0.8059,1.7686,8339.59,598.9635,176.2781,422.6854,36,79,本次命中本地缓存 9960 根 | 补拉最新 40 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x2 | TP x4 | 每波开仓3
fixed,DOGE-USDT-SWAP,15m,15分钟,做空,21,3,2,2,4,165,38.79,1242.9493,12.43,0.0753,954.9000,7.98,1.1127,1.7559,11242.95,904.7129,266.3194,638.3935,64,101,本次命中本地缓存 9960 根 | 补拉最新 40 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x2 | TP x4 | 每波开仓3
fixed,BTC-USDT-SWAP,1H,1小时,做多,55,3,2,3,6,101,26.73,-35.2625,-0.35,-0.0049,1400.9421,13.46,0.9953,2.7279,9964.74,448.9265,131.9934,316.9331,27,74,本次命中本地缓存 9990 根 | 补拉最新 10 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x2 | TP x6 | 每波开仓3
fixed,BTC-USDT-SWAP,1H,1小时,做空,21,3,1.5,3,4.5,172,27.91,555.0947,5.55,0.0274,1927.0593,17.09,1.0434,2.6956,10555.09,918.9163,270.4256,648.4907,48,124,本次命中本地缓存 9990 根 | 补拉最新 10 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x1.5 | TP x4.5 | 每波开仓3
fixed,ETH-USDT-SWAP,1H,1小时,做多,55,3,2,3,6,108,32.41,2694.5515,26.95,0.2504,827.1228,6.43,1.3547,2.8255,12694.55,310.8879,91.1194,219.7685,35,73,本次命中本地缓存 10000 根 | 补拉最新 0 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x2 | TP x6 | 每波开仓3
fixed,ETH-USDT-SWAP,1H,1小时,做空,21,3,2,2,4,135,34.81,43.2907,0.43,0.0034,1645.2356,15.59,1.0047,1.8812,10043.29,347.0488,102.1145,244.9343,47,88,本次命中本地缓存 10000 根 | 补拉最新 0 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x2 | TP x4 | 每波开仓3
fixed,BNB-USDT-SWAP,1H,1小时,做多,55,3,2,3,6,107,30.84,1736.5277,17.37,0.1656,1232.3622,9.67,1.2334,2.7657,11736.53,433.7723,127.3503,306.4220,33,74,本次命中本地缓存 9990 根 | 补拉最新 10 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x2 | TP x6 | 每波开仓3
fixed,BNB-USDT-SWAP,1H,1小时,做空,55,3,1,3,3,174,27.59,-472.8460,-4.73,-0.0257,3551.1829,32.82,0.9661,2.5361,9527.15,1395.7460,410.6113,985.1348,48,126,本次命中本地缓存 9990 根 | 补拉最新 10 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x1 | TP x3 | 每波开仓3
fixed,SOL-USDT-SWAP,1H,1小时,做多,55,3,2,3,6,103,28.16,897.7318,8.98,0.0871,858.7832,7.69,1.1168,2.8497,10897.73,250.7110,73.6169,177.0941,29,74,本次命中本地缓存 9990 根 | 补拉最新 10 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x2 | TP x6 | 每波开仓3
fixed,SOL-USDT-SWAP,1H,1小时,做空,55,3,1,3,3,178,29.78,1956.1723,19.56,0.1099,1821.3643,13.55,1.1444,2.6991,11956.17,893.8770,263.2068,630.6702,53,125,本次命中本地缓存 9990 根 | 补拉最新 10 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x1 | TP x3 | 每波开仓3
fixed,DOGE-USDT-SWAP,1H,1小时,做多,21,3,2,1,2,186,50.00,-675.2105,-6.75,-0.0363,1805.2321,16.50,0.9299,0.9299,9324.79,412.0818,121.2284,290.8534,93,93,本次命中本地缓存 9990 根 | 补拉最新 10 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x2 | TP x2 | 每波开仓3
fixed,DOGE-USDT-SWAP,1H,1小时,做空,21,3,1.5,2,3,219,37.44,1603.5767,16.04,0.0732,1390.3544,10.70,1.1113,1.8566,11603.58,677.6591,199.5530,478.1060,82,137,本次命中本地缓存 9990 根 | 补拉最新 10 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x1.5 | TP x3 | 每波开仓3
fixed,BTC-USDT-SWAP,4H,4小时,做多,55,3,1.5,3,4.5,123,27.64,775.8701,7.76,0.0637,1280.7062,11.88,1.0897,2.8525,10775.87,304.8949,89.5605,215.3344,34,89,本次命中本地缓存 9997 根 | 补拉最新 3 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x1.5 | TP x4.5 | 每波开仓3
fixed,BTC-USDT-SWAP,4H,4小时,做空,55,3,1,3,3,179,27.93,1011.7726,10.12,0.0551,1291.1564,10.84,1.0776,2.7803,11011.77,671.2134,197.5939,473.6195,50,129,本次命中本地缓存 9997 根 | 补拉最新 3 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x1 | TP x3 | 每波开仓3
fixed,ETH-USDT-SWAP,4H,4小时,做多,55,3,1.5,3,4.5,119,26.05,119.7942,1.20,0.0099,2748.7694,24.85,1.0133,2.8763,10119.79,239.3056,70.3460,168.9596,31,88,本次命中本地缓存 9997 根 | 补拉最新 3 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x1.5 | TP x4.5 | 每波开仓3
fixed,ETH-USDT-SWAP,4H,4小时,做空,55,3,2,3,6,103,27.18,653.6613,6.54,0.0641,1706.6846,15.43,1.0855,2.9076,10653.66,150.3922,44.3181,106.0740,28,75,本次命中本地缓存 9997 根 | 补拉最新 3 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x2 | TP x6 | 每波开仓3
fixed,BNB-USDT-SWAP,4H,4小时,做多,21,3,1,3,3,181,29.83,2475.7659,24.76,0.1349,1311.1297,10.34,1.1937,2.8073,12475.77,653.3341,191.8258,461.5083,54,127,本次命中本地缓存 7260 根 | 补拉最新 3 根 | 本次回测取数 7263 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x1 | TP x3 | 每波开仓3
fixed,BNB-USDT-SWAP,4H,4小时,做空,55,3,1,3,3,124,26.61,-66.9832,-0.67,0.0014,2713.5272,23.09,0.9929,2.7379,9933.02,497.4832,146.3642,351.1191,33,91,本次命中本地缓存 7260 根 | 补拉最新 3 根 | 本次回测取数 7263 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x1 | TP x3 | 每波开仓3
fixed,SOL-USDT-SWAP,4H,4小时,做多,21,3,1,3,3,228,28.95,2859.2748,28.59,0.1254,1754.5257,12.94,1.1708,2.8737,12859.27,448.2959,131.5015,316.7944,66,162,本次命中本地缓存 9997 根 | 补拉最新 3 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x1 | TP x3 | 每波开仓3
fixed,SOL-USDT-SWAP,4H,4小时,做空,55,3,1.5,3,4.5,119,31.93,3032.8743,30.33,0.2550,1024.1986,7.61,1.3653,2.9102,13032.87,159.8659,47.3574,112.5085,38,81,本次命中本地缓存 9997 根 | 补拉最新 3 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x1.5 | TP x4.5 | 每波开仓3
fixed,DOGE-USDT-SWAP,4H,4小时,做多,21,3,1,3,3,216,26.85,871.3259,8.71,0.0403,2268.6624,17.27,1.0534,2.8695,10871.33,447.2718,131.4109,315.8609,58,158,本次命中本地缓存 9997 根 | 补拉最新 3 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x1 | TP x3 | 每波开仓3
fixed,DOGE-USDT-SWAP,4H,4小时,做空,21,3,1,3,3,223,30.49,4083.1368,40.83,0.1831,1861.0885,12.06,1.2535,2.8572,14083.14,507.7558,149.8260,357.9297,68,155,本次命中本地缓存 9997 根 | 补拉最新 3 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x1 | TP x3 | 每波开仓3
