mode,symbol,bar,bar_label,direction,entry_reference_ema,max_entries_per_trend,stop_atr,take_ratio,take_atr,total_trades,win_rate,total_pnl,total_return_pct,average_r_multiple,max_drawdown,max_drawdown_pct,profit_factor,profit_loss_ratio,ending_equity,total_fees,maker_fees,taker_fees,take_profit_hits,stop_loss_hits,data_source_note,two_r_break_even_enabled,fee_offset_enabled,entry_slippage_pct,exit_slippage_pct,max_entries_label,param_label
dynamic,SOL-USDT-SWAP,5m,5分钟,做多,55,3,2,-,-,106,25.47,-1101.2437,-11.01,-0.1039,4290.6309,37.98,0.8726,2.5532,8898.76,1331.9543,391.7268,940.2275,0,106,本次命中本地缓存 10000 根 | 补拉最新 0 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓3
dynamic,SOL-USDT-SWAP,5m,5分钟,做空,21,3,2,-,-,112,25.00,946.5597,9.47,0.0845,1907.2326,14.91,1.1053,3.3158,10946.56,1400.1093,412.0453,988.0640,0,112,本次命中本地缓存 10000 根 | 补拉最新 0 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3
dynamic,DOGE-USDT-SWAP,5m,5分钟,做多,55,3,1.5,-,-,131,22.90,-1422.1009,-14.22,-0.1086,3885.6170,35.29,0.8689,2.9252,8577.90,2217.3774,652.0856,1565.2918,0,131,本次命中本地缓存 10000 根 | 补拉最新 0 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x1.5 | 动态止盈 | 每波开仓3
dynamic,DOGE-USDT-SWAP,5m,5分钟,做空,21,3,2,-,-,134,20.15,-1435.7804,-14.36,-0.1071,2897.5088,25.28,0.8739,3.4631,8564.22,1764.3584,518.9637,1245.3947,0,134,本次命中本地缓存 10000 根 | 补拉最新 0 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3
dynamic,BTC-USDT-SWAP,15m,15分钟,做多,55,3,1.5,-,-,124,23.39,-149.9518,-1.50,-0.0160,2834.6392,24.05,0.9852,3.2273,9850.05,1552.0858,456.3474,1095.7384,0,124,本次命中本地缓存 9960 根 | 补拉最新 40 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x1.5 | 动态止盈 | 每波开仓3
dynamic,BTC-USDT-SWAP,15m,15分钟,做空,21,3,2,-,-,115,29.57,2969.5817,29.70,0.2696,1254.6985,9.37,1.3811,3.2902,12969.58,864.3333,254.6216,609.7117,0,115,本次命中本地缓存 9960 根 | 补拉最新 40 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3
dynamic,ETH-USDT-SWAP,15m,15分钟,做多,21,3,1.5,-,-,148,26.35,534.2698,5.34,0.0360,1690.0836,15.88,1.0492,2.9323,10534.27,1411.3598,414.8998,996.4600,0,148,本次命中本地缓存 9960 根 | 补拉最新 40 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x1.5 | 动态止盈 | 每波开仓3
dynamic,ETH-USDT-SWAP,15m,15分钟,做空,55,3,2,-,-,100,28.00,2893.4172,28.93,0.2896,1534.8713,11.90,1.4038,3.6097,12893.42,656.6758,193.5158,463.1599,0,100,本次命中本地缓存 9960 根 | 补拉最新 40 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓3
dynamic,BNB-USDT-SWAP,15m,15分钟,做多,55,3,2,-,-,103,26.21,1347.5419,13.48,0.1294,1612.9106,13.12,1.1802,3.3221,11347.54,1006.1581,295.6796,710.4785,0,103,本次命中本地缓存 9960 根 | 补拉最新 40 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓3
dynamic,BNB-USDT-SWAP,15m,15分钟,做空,55,3,2,-,-,95,25.26,2688.6564,26.89,0.2878,1684.6486,12.79,1.4075,4.1638,12688.66,832.0436,245.0915,586.9521,0,95,本次命中本地缓存 9960 根 | 补拉最新 40 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓3
dynamic,SOL-USDT-SWAP,15m,15分钟,做多,21,3,2,-,-,111,25.23,364.7314,3.65,0.0329,2683.6251,24.51,1.0462,3.1011,10364.73,646.8072,190.1303,456.6769,0,111,本次命中本地缓存 9960 根 | 补拉最新 40 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3
dynamic,SOL-USDT-SWAP,15m,15分钟,做空,21,3,2,-,-,114,27.19,3367.3330,33.67,0.2954,2024.1029,15.02,1.4482,3.8775,13367.33,598.0322,176.3117,421.7205,0,114,本次命中本地缓存 9960 根 | 补拉最新 40 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3
dynamic,DOGE-USDT-SWAP,15m,15分钟,做多,21,3,1.5,-,-,129,21.71,-557.9288,-5.58,-0.0433,3959.6071,37.57,0.9454,3.4102,9442.07,887.2026,260.9071,626.2955,0,129,本次命中本地缓存 9960 根 | 补拉最新 40 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x1.5 | 动态止盈 | 每波开仓3
dynamic,DOGE-USDT-SWAP,15m,15分钟,做空,55,3,1,-,-,208,25.48,1267.9034,12.68,0.0610,1956.2754,15.02,1.0790,3.1555,11267.90,2448.0670,720.4132,1727.6539,0,208,本次命中本地缓存 9960 根 | 补拉最新 40 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x1 | 动态止盈 | 每波开仓3
dynamic,BTC-USDT-SWAP,1H,1小时,做多,21,3,2,-,-,117,22.22,40.4755,0.40,-0.0012,2242.6116,18.71,1.0049,3.5173,10040.48,509.2615,149.7246,359.5369,0,117,本次命中本地缓存 9990 根 | 补拉最新 10 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3
dynamic,BTC-USDT-SWAP,1H,1小时,做空,21,3,1,-,-,243,21.81,1968.5521,19.69,0.0830,2155.7860,16.20,1.1053,3.9624,11968.55,2122.9899,624.8420,1498.1479,0,243,本次命中本地缓存 9990 根 | 补拉最新 10 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x1 | 动态止盈 | 每波开仓3
dynamic,ETH-USDT-SWAP,1H,1小时,做多,55,3,2,-,-,115,27.83,4143.2677,41.43,0.3615,827.1306,5.75,1.5527,4.0274,14143.27,334.3518,97.8647,236.4871,0,115,本次命中本地缓存 10000 根 | 补拉最新 0 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓3
dynamic,ETH-USDT-SWAP,1H,1小时,做空,21,3,2,-,-,103,20.39,586.8653,5.87,0.0581,2641.4036,23.75,1.0818,4.2242,10586.87,270.7477,79.7225,191.0252,0,103,本次命中本地缓存 10000 根 | 补拉最新 0 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3
dynamic,BNB-USDT-SWAP,1H,1小时,做多,21,3,2,-,-,134,29.10,3048.9848,30.49,0.2395,1299.0965,9.65,1.3553,3.3013,13048.98,530.0152,155.5079,374.5074,0,134,本次命中本地缓存 9990 根 | 补拉最新 10 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3
dynamic,BNB-USDT-SWAP,1H,1小时,做空,55,3,1,-,-,178,23.03,767.0966,7.67,0.0503,3428.0378,29.02,1.0581,3.5357,10767.10,1453.3034,427.6773,1025.6261,0,178,本次命中本地缓存 9990 根 | 补拉最新 10 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x1 | 动态止盈 | 每波开仓3
dynamic,SOL-USDT-SWAP,1H,1小时,做多,55,3,1,-,-,177,23.73,2208.9864,22.09,0.1248,1304.8113,10.23,1.1776,3.7850,12208.99,884.5455,259.8329,624.7126,0,177,本次命中本地缓存 9990 根 | 补拉最新 10 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x1 | 动态止盈 | 每波开仓3
dynamic,SOL-USDT-SWAP,1H,1小时,做空,21,3,1,-,-,273,26.01,5012.3156,50.12,0.1836,2668.8087,17.26,1.2620,3.5904,15012.32,1353.1079,398.6469,954.4610,0,273,本次命中本地缓存 9990 根 | 补拉最新 10 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x1 | 动态止盈 | 每波开仓3
dynamic,DOGE-USDT-SWAP,1H,1小时,做多,21,3,2,-,-,119,19.33,-97.3681,-0.97,-0.0082,1854.8633,16.56,0.9881,4.1242,9902.63,260.5614,76.6184,183.9430,0,119,本次命中本地缓存 9990 根 | 补拉最新 10 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3
dynamic,DOGE-USDT-SWAP,1H,1小时,做空,55,3,2,-,-,115,25.22,5276.3987,52.76,0.4588,2030.7677,12.25,1.6662,4.9411,15276.40,281.5411,83.3947,198.1464,0,115,本次命中本地缓存 9990 根 | 补拉最新 10 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓3
dynamic,BTC-USDT-SWAP,4H,4小时,做多,21,3,1.5,-,-,162,24.07,2628.1040,26.28,0.1699,1402.6720,10.92,1.2550,3.9580,12628.10,389.7420,114.3105,275.4315,0,162,本次命中本地缓存 9997 根 | 补拉最新 3 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x1.5 | 动态止盈 | 每波开仓3
dynamic,BTC-USDT-SWAP,4H,4小时,做空,55,3,1,-,-,185,24.86,2371.2086,23.71,0.1293,1098.1134,8.36,1.1946,3.6098,12371.21,701.9554,206.7829,495.1725,0,185,本次命中本地缓存 9997 根 | 补拉最新 3 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x1 | 动态止盈 | 每波开仓3
dynamic,ETH-USDT-SWAP,4H,4小时,做多,21,3,1,-,-,233,21.03,1800.8319,18.01,0.0771,1891.1872,15.60,1.1058,4.1524,11800.83,692.6412,203.4540,489.1872,0,233,本次命中本地缓存 9997 根 | 补拉最新 3 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x1 | 动态止盈 | 每波开仓3
dynamic,ETH-USDT-SWAP,4H,4小时,做空,55,3,2,-,-,106,25.47,2709.2242,27.09,0.2568,1289.5840,9.83,1.3691,4.0059,12709.22,154.4317,45.7243,108.7074,0,106,本次命中本地缓存 9997 根 | 补拉最新 3 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓3
dynamic,BNB-USDT-SWAP,4H,4小时,做多,21,3,1,-,-,186,31.18,3915.4340,39.15,0.2131,1209.7848,8.57,1.3399,2.9570,13915.43,659.8660,193.5938,466.2722,0,186,本次命中本地缓存 7260 根 | 补拉最新 3 根 | 本次回测取数 7263 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x1 | 动态止盈 | 每波开仓3
dynamic,BNB-USDT-SWAP,4H,4小时,做空,55,3,1,-,-,130,28.46,2095.3991,20.95,0.1679,1907.7258,15.12,1.2302,3.0920,12095.40,526.6009,155.1603,371.4407,0,130,本次命中本地缓存 7260 根 | 补拉最新 3 根 | 本次回测取数 7263 根,开启,开启,0.0000,0.0300,3,EMA55挂单 | SL x1 | 动态止盈 | 每波开仓3
dynamic,SOL-USDT-SWAP,4H,4小时,做多,21,3,2,-,-,111,27.03,2377.4868,23.77,0.2142,821.7426,6.37,1.3252,3.5781,12377.49,103.9174,30.3012,73.6162,0,111,本次命中本地缓存 9997 根 | 补拉最新 3 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3
dynamic,SOL-USDT-SWAP,4H,4小时,做空,21,3,1,-,-,261,27.97,5590.0485,55.90,0.2142,1630.3027,10.18,1.3308,3.4273,15590.05,523.9185,154.7410,369.1774,0,261,本次命中本地缓存 9997 根 | 补拉最新 3 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x1 | 动态止盈 | 每波开仓3
dynamic,DOGE-USDT-SWAP,4H,4小时,做多,21,3,1,-,-,218,25.69,2182.1866,21.82,0.1001,2030.4925,14.29,1.1466,3.3169,12182.19,450.2582,132.1502,318.1081,0,218,本次命中本地缓存 9997 根 | 补拉最新 3 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x1 | 动态止盈 | 每波开仓3
dynamic,DOGE-USDT-SWAP,4H,4小时,做空,21,3,1,-,-,235,26.81,9012.6788,90.13,0.3835,1248.4464,6.16,1.6140,4.4064,19012.68,541.3568,160.2342,381.1226,0,235,本次命中本地缓存 9997 根 | 补拉最新 3 根 | 本次回测取数 10000 根,开启,开启,0.0000,0.0300,3,EMA21挂单 | SL x1 | 动态止盈 | 每波开仓3
