symbol,bar,bar_label,direction,max_entries_per_trend,max_entries_label,dynamic_param,dynamic_max_entries_per_trend,dynamic_max_entries_label,dynamic_pnl,dynamic_max_drawdown,fixed_param,fixed_max_entries_per_trend,fixed_max_entries_label,fixed_pnl,fixed_max_drawdown,winner,pnl_gap
DOGE-USDT-SWAP,15m,15分钟,做多,2,2,EMA21挂单 | SL x1.5 | 动态止盈 | 每波开仓2,2,2,-613.9924,3990.5065,EMA21挂单 | SL x1.5 | TP x4.5 | 每波开仓2,2,2,-1580.9883,3871.3505,dynamic,966.9960
DOGE-USDT-SWAP,15m,15分钟,做空,2,2,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓2,2,2,1362.9411,1111.5681,EMA21挂单 | SL x2 | TP x4 | 每波开仓2,2,2,1649.8003,972.3329,fixed,286.8592
BTC-USDT-SWAP,1H,1小时,做多,2,2,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓2,2,2,-182.6302,980.4020,EMA55挂单 | SL x2 | TP x6 | 每波开仓2,2,2,65.2051,1296.9036,fixed,247.8353
BTC-USDT-SWAP,1H,1小时,做空,2,2,EMA21挂单 | SL x1 | 动态止盈 | 每波开仓2,2,2,3048.7373,1885.4507,EMA21挂单 | SL x2 | TP x6 | 每波开仓2,2,2,633.1248,1464.6841,dynamic,2415.6125
ETH-USDT-SWAP,1H,1小时,做多,2,2,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓2,2,2,4556.8533,827.1306,EMA55挂单 | SL x2 | TP x6 | 每波开仓2,2,2,2904.4769,827.1228,dynamic,1652.3764
ETH-USDT-SWAP,1H,1小时,做空,2,2,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓2,2,2,797.9588,2641.4036,EMA21挂单 | SL x2 | TP x4 | 每波开仓2,2,2,677.9608,1541.8523,dynamic,119.9979
BNB-USDT-SWAP,1H,1小时,做多,2,2,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓2,2,2,3023.6371,1299.0965,EMA21挂单 | SL x2 | TP x6 | 每波开仓2,2,2,1680.8959,1316.0828,dynamic,1342.7411
BNB-USDT-SWAP,1H,1小时,做空,2,2,EMA21挂单 | SL x1.5 | 动态止盈 | 每波开仓2,2,2,338.3210,3027.4105,EMA55挂单 | SL x2 | TP x2 | 每波开仓2,2,2,-608.1268,1224.5941,dynamic,946.4478
SOL-USDT-SWAP,1H,1小时,做多,2,2,EMA55挂单 | SL x1 | 动态止盈 | 每波开仓2,2,2,2958.3422,1305.9456,EMA21挂单 | SL x1 | TP x2 | 每波开仓2,2,2,949.6853,1617.0100,dynamic,2008.6569
SOL-USDT-SWAP,1H,1小时,做空,2,2,EMA21挂单 | SL x1 | 动态止盈 | 每波开仓2,2,2,5312.4712,2235.6708,EMA21挂单 | SL x1 | TP x3 | 每波开仓2,2,2,3208.9407,2379.7474,dynamic,2103.5305
DOGE-USDT-SWAP,1H,1小时,做多,2,2,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓2,2,2,413.0502,1733.9052,EMA21挂单 | SL x2 | TP x2 | 每波开仓2,2,2,97.2748,1341.4293,dynamic,315.7754
DOGE-USDT-SWAP,1H,1小时,做空,2,2,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓2,2,2,5482.5649,2030.7677,EMA55挂单 | SL x2 | TP x6 | 每波开仓2,2,2,1648.0964,2189.4346,dynamic,3834.4685
BTC-USDT-SWAP,4H,4小时,做多,2,2,EMA21挂单 | SL x1.5 | 动态止盈 | 每波开仓2,2,2,2978.9805,1321.7455,EMA21挂单 | SL x1.5 | TP x3 | 每波开仓2,2,2,815.4440,1032.2757,dynamic,2163.5365
BTC-USDT-SWAP,4H,4小时,做空,2,2,EMA55挂单 | SL x1 | 动态止盈 | 每波开仓2,2,2,2790.4229,1012.2184,EMA55挂单 | SL x1 | TP x3 | 每波开仓2,2,2,1540.7408,1150.1805,dynamic,1249.6821
ETH-USDT-SWAP,4H,4小时,做多,2,2,EMA21挂单 | SL x1 | 动态止盈 | 每波开仓2,2,2,2182.8210,2064.1442,EMA55挂单 | SL x1.5 | TP x4.5 | 每波开仓2,2,2,-861.5690,3043.2946,dynamic,3044.3900
ETH-USDT-SWAP,4H,4小时,做空,2,2,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓2,2,2,3115.7639,1186.9318,EMA55挂单 | SL x2 | TP x6 | 每波开仓2,2,2,1060.4142,1604.0324,dynamic,2055.3497
BNB-USDT-SWAP,4H,4小时,做多,2,2,EMA21挂单 | SL x1 | 动态止盈 | 每波开仓2,2,2,4163.0925,1112.5314,EMA21挂单 | SL x1 | TP x3 | 每波开仓2,2,2,3779.9593,1121.6811,dynamic,383.1332
BNB-USDT-SWAP,4H,4小时,做空,2,2,EMA55挂单 | SL x1 | 动态止盈 | 每波开仓2,2,2,1784.5619,1801.3917,EMA55挂单 | SL x2 | TP x4 | 每波开仓2,2,2,203.4555,1811.8953,dynamic,1581.1065
SOL-USDT-SWAP,4H,4小时,做多,2,2,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓2,2,2,2281.0423,814.6840,EMA21挂单 | SL x1 | TP x3 | 每波开仓2,2,2,1959.3402,1636.0862,dynamic,321.7021
SOL-USDT-SWAP,4H,4小时,做空,2,2,EMA21挂单 | SL x1 | 动态止盈 | 每波开仓2,2,2,4438.8801,1624.8434,EMA55挂单 | SL x1.5 | TP x4.5 | 每波开仓2,2,2,3540.8410,1024.1986,dynamic,898.0391
DOGE-USDT-SWAP,4H,4小时,做多,2,2,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓2,2,2,1080.5508,1218.1414,EMA21挂单 | SL x1.5 | TP x3 | 每波开仓2,2,2,743.5224,2282.8460,dynamic,337.0283
DOGE-USDT-SWAP,4H,4小时,做空,2,2,EMA21挂单 | SL x1 | 动态止盈 | 每波开仓2,2,2,7152.0609,1646.8120,EMA55挂单 | SL x1 | TP x2 | 每波开仓2,2,2,4076.3442,742.2684,dynamic,3075.7167
BTC-USDT-SWAP,5m,5分钟,做多,3,3,EMA55挂单 | SL x1.5 | 动态止盈 | 每波开仓3,3,3,-195.0587,2648.8505,EMA55挂单 | SL x2 | TP x6 | 每波开仓3,3,3,-93.0234,2151.6578,fixed,102.0353
BTC-USDT-SWAP,5m,5分钟,做空,3,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,-3084.8402,4475.8507,EMA21挂单 | SL x2 | TP x6 | 每波开仓3,3,3,-3175.2114,4011.1687,dynamic,90.3713
ETH-USDT-SWAP,5m,5分钟,做多,3,3,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,170.6773,3057.8812,EMA21挂单 | SL x1.5 | TP x4.5 | 每波开仓3,3,3,-1650.7814,3858.8873,dynamic,1821.4587
ETH-USDT-SWAP,5m,5分钟,做空,3,3,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,-1538.0243,2904.3286,EMA55挂单 | SL x2 | TP x6 | 每波开仓3,3,3,-2425.7495,2966.0929,dynamic,887.7252
BNB-USDT-SWAP,5m,5分钟,做多,3,3,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,-4758.8471,5681.3833,EMA55挂单 | SL x2 | TP x6 | 每波开仓3,3,3,-4209.8307,4887.7312,fixed,549.0164
BNB-USDT-SWAP,5m,5分钟,做空,3,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,-3167.1886,4092.0243,EMA21挂单 | SL x2 | TP x6 | 每波开仓3,3,3,-3873.8864,4751.1520,dynamic,706.6978
SOL-USDT-SWAP,5m,5分钟,做多,3,3,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,-1101.2437,4290.6309,EMA55挂单 | SL x2 | TP x6 | 每波开仓3,3,3,-925.5515,3744.4313,fixed,175.6922
SOL-USDT-SWAP,5m,5分钟,做空,3,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,946.5597,1907.2326,EMA21挂单 | SL x2 | TP x6 | 每波开仓3,3,3,-121.0396,1866.3088,dynamic,1067.5992
DOGE-USDT-SWAP,5m,5分钟,做多,3,3,EMA55挂单 | SL x1.5 | 动态止盈 | 每波开仓3,3,3,-1422.1009,3885.6170,EMA55挂单 | SL x2 | TP x4 | 每波开仓3,3,3,-1108.2087,2638.9372,fixed,313.8923
DOGE-USDT-SWAP,5m,5分钟,做空,3,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,-1435.7804,2897.5088,EMA21挂单 | SL x2 | TP x6 | 每波开仓3,3,3,-3545.6162,4006.3502,dynamic,2109.8358
BTC-USDT-SWAP,15m,15分钟,做多,3,3,EMA55挂单 | SL x1.5 | 动态止盈 | 每波开仓3,3,3,-149.9518,2834.6392,EMA21挂单 | SL x2 | TP x4 | 每波开仓3,3,3,-266.2449,2308.4033,dynamic,116.2931
BTC-USDT-SWAP,15m,15分钟,做空,3,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,2969.5817,1254.6985,EMA55挂单 | SL x2 | TP x6 | 每波开仓3,3,3,1084.2265,1291.7000,dynamic,1885.3552
ETH-USDT-SWAP,15m,15分钟,做多,3,3,EMA21挂单 | SL x1.5 | 动态止盈 | 每波开仓3,3,3,534.2698,1690.0836,EMA55挂单 | SL x2 | TP x6 | 每波开仓3,3,3,233.0994,1387.9994,dynamic,301.1704
ETH-USDT-SWAP,15m,15分钟,做空,3,3,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,2893.4172,1534.8713,EMA55挂单 | SL x2 | TP x6 | 每波开仓3,3,3,1079.1249,1331.1717,dynamic,1814.2924
BNB-USDT-SWAP,15m,15分钟,做多,3,3,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,1347.5419,1612.9106,EMA21挂单 | SL x1.5 | TP x4.5 | 每波开仓3,3,3,556.3128,2953.0967,dynamic,791.2291
BNB-USDT-SWAP,15m,15分钟,做空,3,3,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,2688.6564,1684.6486,EMA55挂单 | SL x2 | TP x6 | 每波开仓3,3,3,832.5374,1607.8210,dynamic,1856.1190
SOL-USDT-SWAP,15m,15分钟,做多,3,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,364.7314,2683.6251,EMA21挂单 | SL x2 | TP x6 | 每波开仓3,3,3,105.1993,3267.7781,dynamic,259.5322
SOL-USDT-SWAP,15m,15分钟,做空,3,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,3367.3330,2024.1029,EMA21挂单 | SL x2 | TP x4 | 每波开仓3,3,3,1608.9495,1565.2040,dynamic,1758.3835
DOGE-USDT-SWAP,15m,15分钟,做多,3,3,EMA21挂单 | SL x1.5 | 动态止盈 | 每波开仓3,3,3,-557.9288,3959.6071,EMA21挂单 | SL x2 | TP x4 | 每波开仓3,3,3,-1660.4132,3363.0661,dynamic,1102.4843
DOGE-USDT-SWAP,15m,15分钟,做空,3,3,EMA55挂单 | SL x1 | 动态止盈 | 每波开仓3,3,3,1267.9034,1956.2754,EMA21挂单 | SL x2 | TP x4 | 每波开仓3,3,3,1242.9493,954.9000,dynamic,24.9541
BTC-USDT-SWAP,1H,1小时,做多,3,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,40.4755,2242.6116,EMA55挂单 | SL x2 | TP x6 | 每波开仓3,3,3,-35.2625,1400.9421,dynamic,75.7380
BTC-USDT-SWAP,1H,1小时,做空,3,3,EMA21挂单 | SL x1 | 动态止盈 | 每波开仓3,3,3,1968.5521,2155.7860,EMA21挂单 | SL x1.5 | TP x4.5 | 每波开仓3,3,3,555.0947,1927.0593,dynamic,1413.4574
ETH-USDT-SWAP,1H,1小时,做多,3,3,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,4143.2677,827.1306,EMA55挂单 | SL x2 | TP x6 | 每波开仓3,3,3,2694.5515,827.1228,dynamic,1448.7162
ETH-USDT-SWAP,1H,1小时,做空,3,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,586.8653,2641.4036,EMA21挂单 | SL x2 | TP x4 | 每波开仓3,3,3,43.2907,1645.2356,dynamic,543.5745
BNB-USDT-SWAP,1H,1小时,做多,3,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,3048.9848,1299.0965,EMA55挂单 | SL x2 | TP x6 | 每波开仓3,3,3,1736.5277,1232.3622,dynamic,1312.4571
BNB-USDT-SWAP,1H,1小时,做空,3,3,EMA55挂单 | SL x1 | 动态止盈 | 每波开仓3,3,3,767.0966,3428.0378,EMA55挂单 | SL x1 | TP x3 | 每波开仓3,3,3,-472.8460,3551.1829,dynamic,1239.9426
SOL-USDT-SWAP,1H,1小时,做多,3,3,EMA55挂单 | SL x1 | 动态止盈 | 每波开仓3,3,3,2208.9864,1304.8113,EMA55挂单 | SL x2 | TP x6 | 每波开仓3,3,3,897.7318,858.7832,dynamic,1311.2546
SOL-USDT-SWAP,1H,1小时,做空,3,3,EMA21挂单 | SL x1 | 动态止盈 | 每波开仓3,3,3,5012.3156,2668.8087,EMA55挂单 | SL x1 | TP x3 | 每波开仓3,3,3,1956.1723,1821.3643,dynamic,3056.1433
DOGE-USDT-SWAP,1H,1小时,做多,3,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,-97.3681,1854.8633,EMA21挂单 | SL x2 | TP x2 | 每波开仓3,3,3,-675.2105,1805.2321,dynamic,577.8424
DOGE-USDT-SWAP,1H,1小时,做空,3,3,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,5276.3987,2030.7677,EMA21挂单 | SL x1.5 | TP x3 | 每波开仓3,3,3,1603.5767,1390.3544,dynamic,3672.8220
BTC-USDT-SWAP,4H,4小时,做多,3,3,EMA21挂单 | SL x1.5 | 动态止盈 | 每波开仓3,3,3,2628.1040,1402.6720,EMA55挂单 | SL x1.5 | TP x4.5 | 每波开仓3,3,3,775.8701,1280.7062,dynamic,1852.2339
BTC-USDT-SWAP,4H,4小时,做空,3,3,EMA55挂单 | SL x1 | 动态止盈 | 每波开仓3,3,3,2371.2086,1098.1134,EMA55挂单 | SL x1 | TP x3 | 每波开仓3,3,3,1011.7726,1291.1564,dynamic,1359.4360
ETH-USDT-SWAP,4H,4小时,做多,3,3,EMA21挂单 | SL x1 | 动态止盈 | 每波开仓3,3,3,1800.8319,1891.1872,EMA55挂单 | SL x1.5 | TP x4.5 | 每波开仓3,3,3,119.7942,2748.7694,dynamic,1681.0377
ETH-USDT-SWAP,4H,4小时,做空,3,3,EMA55挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,2709.2242,1289.5840,EMA55挂单 | SL x2 | TP x6 | 每波开仓3,3,3,653.6613,1706.6846,dynamic,2055.5628
BNB-USDT-SWAP,4H,4小时,做多,3,3,EMA21挂单 | SL x1 | 动态止盈 | 每波开仓3,3,3,3915.4340,1209.7848,EMA21挂单 | SL x1 | TP x3 | 每波开仓3,3,3,2475.7659,1311.1297,dynamic,1439.6681
BNB-USDT-SWAP,4H,4小时,做空,3,3,EMA55挂单 | SL x1 | 动态止盈 | 每波开仓3,3,3,2095.3991,1907.7258,EMA55挂单 | SL x1 | TP x3 | 每波开仓3,3,3,-66.9832,2713.5272,dynamic,2162.3823
SOL-USDT-SWAP,4H,4小时,做多,3,3,EMA21挂单 | SL x2 | 动态止盈 | 每波开仓3,3,3,2377.4868,821.7426,EMA21挂单 | SL x1 | TP x3 | 每波开仓3,3,3,2859.2748,1754.5257,fixed,481.7880
SOL-USDT-SWAP,4H,4小时,做空,3,3,EMA21挂单 | SL x1 | 动态止盈 | 每波开仓3,3,3,5590.0485,1630.3027,EMA55挂单 | SL x1.5 | TP x4.5 | 每波开仓3,3,3,3032.8743,1024.1986,dynamic,2557.1743
DOGE-USDT-SWAP,4H,4小时,做多,3,3,EMA21挂单 | SL x1 | 动态止盈 | 每波开仓3,3,3,2182.1866,2030.4925,EMA21挂单 | SL x1 | TP x3 | 每波开仓3,3,3,871.3259,2268.6624,dynamic,1310.8607
DOGE-USDT-SWAP,4H,4小时,做空,3,3,EMA21挂单 | SL x1 | 动态止盈 | 每波开仓3,3,3,9012.6788,1248.4464,EMA21挂单 | SL x1 | TP x3 | 每波开仓3,3,3,4083.1368,1861.0885,dynamic,4929.5420
