strategy_name,start_date,end_date,initial_capital,final_equity,total_return,annual_return,max_drawdown,profit_factor,win_rate,trade_count,average_R,median_R,largest_win_R,largest_loss_R,average_holding_days,max_consecutive_losses,sharpe,sortino,calmar,score
v4_d_rsi_rebound,2019-12-16T04:00:00+00:00,2026-06-02T12:00:00+00:00,100000.0,103161.52738254721,0.03161527382547202,0.004828866820687949,-0.009627606931882027,1.9956253556440904,0.3055555555555556,36,0.17546970111569637,-0.15944956555020814,4.597335348606923,-0.5358809213753633,2.282407407407407,7,0.1664659026215499,0.058785909689055435,0.5015646000977723,5.671807486547223
v4_b_close_below_ema21,2019-12-16T04:00:00+00:00,2026-06-02T12:00:00+00:00,100000.0,103903.72381707713,0.039037238170771316,0.005944328780729924,-0.010888268456238914,1.7692673506991927,0.3191489361702128,47,0.16554057887771426,-0.17300612195477538,4.597335348606923,-0.8480075806894257,2.400709219858156,7,0.17829962942774394,0.05276738365190278,0.5459388519506845,5.067555711767245
v4_c_ema55_down,2019-12-16T04:00:00+00:00,2026-06-02T12:00:00+00:00,100000.0,103493.6433676254,0.034936433676253875,0.005328846348538585,-0.012636734970622898,1.6396726465682065,0.27450980392156865,51,0.1370566150350231,-0.17300612195477538,4.597335348606922,-0.8480075806894257,2.2745098039215685,9,0.1599292286302513,0.0483506485259723,0.4216948729973967,4.61421843752518
v4_a_baseline,2019-12-16T04:00:00+00:00,2026-06-02T12:00:00+00:00,100000.0,103502.07076293645,0.03502070762936449,0.005341515604515346,-0.012636734970622787,1.641186407428543,0.28846153846153844,52,0.13473409978587084,-0.17250588835618455,4.597335348606923,-0.8480075806894257,2.314102564102564,9,0.16030144403200663,0.04846330127958543,0.42269744652657654,4.608814132727226
v4_g_trend_gap_strong,2019-12-16T04:00:00+00:00,2026-06-02T12:00:00+00:00,100000.0,102593.18348722365,0.025931834872236603,0.0039700961823203595,-0.009374577451656929,1.5198369278367212,0.2978723404255319,47,0.11114220981941135,-0.2072259236522624,4.597335348606923,-0.8480075806894256,2.333333333333333,7,0.12973042299527646,0.03675087686470154,0.4234960138516597,4.21967446361807
v4_h_breakdown_and_slope,2019-12-16T04:00:00+00:00,2026-06-02T12:00:00+00:00,100000.0,103698.16937829733,0.036981693782973224,0.00563607294605073,-0.004159459816408195,5.036483347135854,0.5,12,0.6094927933953811,0.0032536602557727626,2.6612456325933853,-0.6995603153984147,4.097222222222222,3,0.2588748645913028,0.05090140155471478,1.3550011767916608,1.9832411993005934
v4_f_volume_strong,2019-12-16T04:00:00+00:00,2026-06-02T12:00:00+00:00,100000.0,101507.85452890175,0.01507854528901742,0.002318925794679627,-0.007551278731822819,1.5497487409777497,0.38461538461538464,26,0.11659564972896447,-0.11452146144938227,2.5536165504534045,-0.8480075806894256,2.5576923076923075,4,0.12405128108154845,0.017247936163524557,0.30709047792225475,0.738798427283168
v4_e_atr_expansion,2019-12-16T04:00:00+00:00,2026-06-02T12:00:00+00:00,100000.0,100862.97963718386,0.008629796371838694,0.0013307618683544575,-0.005845400291002112,1.707290622807588,0.35714285714285715,14,0.12421519295774454,-0.17610946140821984,2.553616550453405,-0.560330771422226,2.511904761904762,4,0.09726285347484985,0.01647635414667155,0.22765966436942114,-0.7876915230429735
