symbol,profile_id,profile_name,slope_filter_enabled,start_local,end_local,candles,trades,win_rate_pct,total_pnl,total_return_pct,max_drawdown,max_drawdown_pct,profit_factor,avg_r,ending_equity
BTC-USDT-SWAP,dynamic_long_best_btc_v2,BTC 动态委托做多 最佳参数,True,2019-12-16 14:00:00,2026-06-28 07:00:00,57258,504,17.261904761904763,15874.08417528,158.7408417528,1432.1183444,5.364828474472394,1.6523585589713856,0.320734844303605,25874.08417528
BTC-USDT-SWAP,dynamic_long_best_btc_v2,BTC 动态委托做多 最佳参数,False,2019-12-16 14:00:00,2026-06-28 07:00:00,57258,514,16.342412451361866,16352.78919696,163.5278919696,1779.07627712,6.411868384317356,1.640485579437024,0.32151682901301104,26352.78919696
ETH-USDT-SWAP,dynamic_long_best_eth_v2,ETH 动态委托做多 最佳参数,True,2019-12-25 08:00:00,2026-06-28 07:00:00,57048,773,13.583441138421733,14530.090774948,145.30090774948,4948.54560922,19.590671355952466,1.349609835092012,0.18800549585559964,24530.090774948
ETH-USDT-SWAP,dynamic_long_best_eth_v2,ETH 动态委托做多 最佳参数,False,2019-12-25 08:00:00,2026-06-28 07:00:00,57048,781,13.316261203585148,14414.168209186,144.14168209186,5054.291614318,20.017976066529144,1.3441882880101053,0.18464974811728846,24414.168209186
SOL-USDT-SWAP,dynamic_long_best_sol_v2,SOL 动态委托做多 最佳参数,True,2021-01-22 14:00:00,2026-06-28 07:00:00,47586,870,18.850574712643677,21799.67712358,217.9967712358,6481.749076118,17.72278953265517,1.3693021374447645,0.2505791469516564,31799.67712358
SOL-USDT-SWAP,dynamic_long_best_sol_v2,SOL 动态委托做多 最佳参数,False,2021-01-22 14:00:00,2026-06-28 07:00:00,47586,920,19.347826086956523,24925.609883814,249.25609883814,4142.811327352,11.09478427881188,1.404188425768457,0.270938803942919,34925.609883814
DOGE-USDT-SWAP,dynamic_long_best_doge_v2,DOGE 动态委托做多 最佳参数,True,2020-07-10 11:00:00,2026-06-28 07:00:00,52293,1536,13.736979166666666,13885.48860868484,138.8548860868484,12002.232098635435,46.21991891794941,1.1242364508447964,0.09040032744810307,23885.48860868484
DOGE-USDT-SWAP,dynamic_long_best_doge_v2,DOGE 动态委托做多 最佳参数,False,2020-07-10 11:00:00,2026-06-28 07:00:00,52293,1569,13.448056086679413,12477.830585442349,124.77830585442348,12025.017598633323,48.74362741667393,1.1088994053513948,0.07952729142850597,22477.83058544235
